,class1,class2,domain1,domain2,GT,interdomain,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,pred,acc
8459,plant,butterfly,species,species,1,False,0.05263157894736844,0.05263157894736844,0.9731473611920202,0.12280701754385966,0.30367734810780844,0.6963226518921916,1,1
4793,fish,industrial robot,species,man-made_object,-1,True,0.03508771929824561,0.03508771929824561,-0.9472969895200708,-0.9282107642782774,0.83428579899286,0.16571420100714,-1,1
7436,nuclear power plant,animation feature film,geographical_entity,creative_work,-1,True,-0.9856089925291878,-0.9856089925291878,0.9822311836306706,-0.9444437833117104,0.7343931244749888,0.2656068755250111,-1,1
6434,journalist,oil tanker,occupation,man-made_object,1,True,0.9994521260863954,0.9994521260863954,0.8745303650818382,0.12280701754385966,0.22044496841542638,0.7795550315845736,1,1
6425,journalist,nuclear power plant,occupation,geographical_entity,1,True,0.9994342321140207,0.9994342321140207,0.8747027416628907,0.9473379627409936,0.09301174132311751,0.9069882586768825,1,1
11657,website,formula one circuit,creative_work,man-made_object,1,True,0.9813817414604712,0.9813817414604712,0.07017543859649122,0.6491228070175439,0.19437104428806928,0.8056289557119307,1,1
2951,butterfly,lawyer,species,occupation,-1,True,-0.9899817753500896,-0.9899817753500896,-0.9821881563265462,-0.8752950850973074,0.8913546438841196,0.10864535611588043,-1,1
5888,insect,airline pilot,species,occupation,1,True,-0.30899387924711924,-0.30899387924711924,0.8679074273790836,0.9104790149135571,0.17535596698473244,0.8246440330152676,1,1
4676,film,video game,creative_work,creative_work,-1,False,0.9799377736085111,0.9799377736085111,-0.14035087719298245,0.1944856938240773,0.32378455791674,0.67621544208326,1,0
5987,insect,hospital,species,organization,1,True,-0.3156929250246095,-0.3156929250246095,0.8926449187380249,0.19119504596463213,0.33746353198477763,0.6625364680152224,1,1
4844,fish,physicist,species,occupation,-1,True,-0.9991179193864466,-0.9991179193864466,0.5263157894736842,-0.05263157894736844,0.549509095316959,0.45049090468304104,-1,1
10217,snake,helicopter,species,man-made_object,-1,True,0.5263157894736842,0.5263157894736842,-0.8907284680885716,-0.9649121542343956,0.7977841514885694,0.20221584851143062,-1,1
9029,politician,national park,occupation,geographical_entity,1,True,0.9993567647267915,0.9993567647267915,0.12280701754385966,-0.22563376342563288,0.4045514148192908,0.5954485851807092,1,1
4196,desert,highway,geographical_entity,geographical_entity,-1,False,0.10526315789473684,0.10526315789473684,-0.10526315789473684,-0.9996740319961163,0.7624327743351387,0.2375672256648613,-1,1
4187,desert,football club,geographical_entity,organization,-1,True,-0.9998462400032131,-0.9998462400032131,-0.6315789473684211,-0.997815326836519,0.8861085171627472,0.11389148283725277,-1,1
7472,nuclear power plant,football club,geographical_entity,organization,-1,True,-0.9998283694525072,-0.9998283694525072,0.5964912280701754,-0.997442150014974,0.7890874972581395,0.2109125027418605,-1,1
4802,fish,lake,species,geographical_entity,-1,True,-0.6666666666666666,-0.6666666666666666,0.5614035087719298,-0.9000564986423072,0.74028127698241,0.25971872301759,-1,1
2387,bee,video game,species,creative_work,-1,True,-0.9927972781353148,-0.9927972781353148,0.9999999999920272,0.1944885046797279,0.4035254708921814,0.5964745291078186,1,0
1250,animation feature film,industrial robot,creative_work,man-made_object,-1,True,0.9876045488726074,0.9876045488726074,-0.9823937219247826,-0.9984642839324248,0.7735900972787095,0.22640990272129044,-1,1
3404,coal power plant,conglomerate,organization,organization,-1,False,0.9608702903430039,0.9608702903430039,0.9930234425792547,-0.917603229947281,0.49153998670632126,0.5084600132936787,1,0
4883,fish,scientific paper,species,creative_work,-1,True,-0.6315789473684211,-0.6315789473684211,0.15789473684210523,-0.8418174464166568,0.7681640326420914,0.23183596735790857,-1,1
8537,plant,national dance,species,creative_work,1,True,0.10526315789473684,0.10526315789473684,0.9999459960283751,0.6666666666666666,0.17622283734301414,0.8237771626569859,1,1
2525,bird,island,species,geographical_entity,1,True,-0.9973760950635299,-0.9973760950635299,0.5263157894736842,0.5614035087719298,0.3641198451801909,0.6358801548198091,1,1
3251,city,bank,geographical_entity,organization,-1,True,0.9001040233844343,0.9001040233844343,-0.5087719298245614,-0.543859649122807,0.6065366815705312,0.3934633184294688,-1,1
659,airline pilot,scientific paper,occupation,creative_work,-1,True,0.3312981344166536,0.3312981344166536,0.5614035087719298,-0.859364880030677,0.6174685812511144,0.38253141874888563,-1,1
188,NBA player,zoo,occupation,geographical_entity,-1,True,0.08771929824561404,0.08771929824561404,-0.5263157894736842,-0.2280701754385965,0.6170190093869362,0.3829809906130638,-1,1
8330,phytoplankton,play,species,creative_work,-1,True,-0.9983114596802972,-0.9983114596802972,0.6140350877192983,0.9265252257250687,0.25760923704989536,0.7423907629501046,1,0
7136,mammal,wind turbine,species,man-made_object,-1,True,0.543859649122807,0.543859649122807,-0.14035087719298245,-0.9684488868087504,0.7151760615681695,0.28482393843183057,-1,1
2888,butterfly,city,species,geographical_entity,-1,True,-0.3156371822190817,-0.3156371822190817,0.6140350877192983,-0.08771929824561404,0.45870325346723273,0.5412967465327673,1,0
1022,amphibian,police officer,species,occupation,-1,True,0.07017543859649122,0.07017543859649122,-0.9999762503492414,-0.6491228070175439,0.7834976412987812,0.2165023587012188,-1,1
4574,fast food restaurant,space station,organization,man-made_object,1,True,-0.1929824561403509,-0.1929824561403509,0.8937116857589361,0.9607912969464006,0.1563451259399512,0.8436548740600488,1,1
7661,nurse,mobile app,occupation,creative_work,1,True,0.9249486856353911,0.9249486856353911,0.5263157894736842,0.25621111230690985,0.2348740977360697,0.7651259022639303,1,1
6431,journalist,observatory,occupation,man-made_object,1,True,0.9994400656736526,0.9994400656736526,0.8747021000367248,0.8946866037281507,0.0986210277143873,0.9013789722856127,1,1
6197,island,formula one circuit,geographical_entity,man-made_object,1,True,0.9977538688775277,0.9977538688775277,0.20537897740004887,0.9983852401783156,0.12558901300084246,0.8744109869991575,1,1
9809,satellite,industrial robot,man-made_object,man-made_object,-1,False,0.9921152854198487,0.9921152854198487,-0.9473038104787537,-0.9633826751839235,0.7617488269200511,0.2382511730799489,-1,1
1340,animation studio,national dance,organization,creative_work,-1,True,0.8974906326584305,0.8974906326584305,0.6315789473684211,-0.6490563057918614,0.4710592904951545,0.5289407095048455,1,0
3260,city,book,geographical_entity,creative_work,-1,True,-0.9528453020645369,-0.9528453020645369,0.5263157894736842,-0.9967238725344413,0.791822803860563,0.20817719613943703,-1,1
11003,travel agency,religious text,organization,creative_work,1,True,-0.5964912280701754,-0.5964912280701754,0.5964912280701754,0.543859649122807,0.31301433221170794,0.6869856677882921,1,1
4124,dentist,wind turbine,occupation,man-made_object,1,True,0.9629758114533931,0.9629758114533931,0.9647810212787057,0.9120554574944532,0.09374619306066356,0.9062538069393364,1,1
5810,hospital,observatory,organization,man-made_object,1,True,0.9999327205423545,0.9999327205423545,0.30457089035613794,0.9824560062568644,0.12119386763569118,0.8788061323643088,1,1
9458,researcher,coal power plant,occupation,organization,1,True,0.07017543859649122,0.07017543859649122,0.4895010373429969,0.44800575328470077,0.27871930723619553,0.7212806927638045,1,1
8039,physicist,fast food restaurant,occupation,organization,1,True,0.665811494443012,0.665811494443012,-0.89298858435943,0.03508771929824561,0.5178148114192351,0.4821851885807648,-1,0
1541,architect,publisher,occupation,organization,1,True,0.8971194895356125,0.8971194895356125,0.5263157894736842,0.1929824561403509,0.25185293595014,0.74814706404986,1,1
4931,fish,wind turbine,species,man-made_object,-1,True,0.01754385964912279,0.01754385964912279,-0.14035087719298245,-0.5614035087719298,0.6667325967198272,0.3332674032801728,-1,1
9362,religious text,animation feature film,creative_work,creative_work,-1,False,-0.9872462490714878,-0.9872462490714878,0.05263157894736844,0.5087719298245613,0.44625193631637383,0.5537480636836262,1,0
10151,snake,bank,species,organization,-1,True,0.05263157894736844,0.05263157894736844,-0.12280701754385966,-0.6315789473684211,0.6794139880242496,0.3205860119757504,-1,1
5318,fungus,tree,species,species,1,False,0.01754385964912279,0.01754385964912279,0.15789473684210523,-0.6140350877192983,0.6411797472369178,0.3588202527630821,-1,0
6059,insect,public library,species,organization,1,True,-0.30988812635161617,-0.30988812635161617,0.9452253183481673,0.47183414950467323,0.25842527318264685,0.7415747268173531,1,1
296,actor,merchant ship,occupation,man-made_object,1,True,0.9996946466931987,0.9996946466931987,0.543859649122807,-0.5789473684210527,0.44942975610584657,0.5505702438941534,1,1
6416,journalist,mobile app,occupation,creative_work,-1,True,0.9994403054577292,0.9994403054577292,0.5614035087719298,-0.9461100013311013,0.5593050565699611,0.4406949434300389,-1,1
4799,fish,journalist,species,occupation,-1,True,-0.9994465818901554,-0.9994465818901554,-0.5263157894736842,0.9628830795072414,0.3957662318612938,0.6042337681387062,1,0
1301,animation studio,board game,organization,creative_work,-1,True,-0.08771929824561404,-0.08771929824561404,0.5789473684210527,-0.982438622536944,0.6979349219462113,0.3020650780537887,-1,1
6464,journalist,river,occupation,geographical_entity,1,True,-0.8289431171382375,-0.8289431171382375,-0.14035087719298245,-0.543859649122807,0.7524483215652116,0.24755167843478845,-1,0
4610,film,formula one circuit,creative_work,man-made_object,1,True,0.9990526319433464,0.9990526319433464,-0.5087719298245614,0.9999994540050073,0.1798003031354628,0.8201996968645372,1,1
7520,nuclear power plant,publisher,geographical_entity,organization,-1,True,-0.9991683678398237,-0.9991683678398237,-0.5789473684210527,-0.9816395054091115,0.8807955479008415,0.11920445209915853,-1,1
2228,bee,coal power plant,species,organization,1,True,-0.3305803904567375,-0.3305803904567375,0.9999999999969825,1.0,0.15113378655619947,0.8488662134438005,1,1
10211,snake,formula one circuit,species,man-made_object,1,True,0.08771929824561402,0.08771929824561402,0.9995938322386309,0.996460996015378,0.1258131033823765,0.8741868966176235,1,1
2273,bee,industrial robot,species,man-made_object,-1,True,0.0,0.0,-0.9122029488628355,-0.8749232303414978,0.8246372178269266,0.17536278217307347,-1,1
1778,astronaut,spacecraft,occupation,man-made_object,-1,True,0.6140350877192983,0.6140350877192983,0.5789473684210527,-0.964109696642105,0.6107090482338927,0.3892909517661073,-1,1
1811,astronaut,zoo,occupation,geographical_entity,-1,True,-0.5964912280701754,-0.5964912280701754,0.543859649122807,-0.9682345979300951,0.7512487756259518,0.24875122437404817,-1,1
5276,fungus,satellite,species,man-made_object,1,True,-0.324614697177256,-0.324614697177256,0.9120774620356579,0.31578947368308613,0.30262670469262,0.69737329530738,1,1
1364,animation studio,religious text,organization,creative_work,1,True,-0.10526315789473684,-0.10526315789473684,-0.03508771929824561,-0.6315789473684211,0.6858656991141954,0.31413430088580463,-1,0
11435,video game,painting,creative_work,creative_work,1,False,-0.08771929824561404,-0.08771929824561404,-0.9195773137744333,-0.5263157894736842,0.763008959176357,0.23699104082364297,-1,0
641,airline pilot,play,occupation,creative_work,1,True,0.30838345754821844,0.30838345754821844,0.6140350877192983,0.5263157894736842,0.22354507401032497,0.776454925989675,1,1
2807,book,skyscraper,creative_work,man-made_object,1,True,0.9514487798001513,0.9514487798001513,-0.5263157894736842,0.9791800732166802,0.18894144366358523,0.8110585563364148,1,1
7829,painting,helicopter,creative_work,man-made_object,1,True,0.6491228070175439,0.6491228070175439,-0.543859649122807,-0.01754385964912279,0.48417752549973314,0.5158224745002669,1,1
3587,conglomerate,spacecraft,organization,man-made_object,-1,True,0.20816106418284666,0.20816106418284666,-0.9591547294537394,-0.15789473684210528,0.642423325970802,0.357576674029198,-1,1
2099,bank,helicopter,organization,man-made_object,-1,True,0.9998958865815911,0.9998958865815911,-0.9287891945293532,-0.9637702976934159,0.7590894952995665,0.2409105047004335,-1,1
7697,nurse,religious text,occupation,creative_work,1,True,0.3124159462811988,0.3124159462811988,0.8761358354742964,0.9999957766286145,0.12067601191235255,0.8793239880876474,1,1
7100,mammal,space station,species,man-made_object,1,True,0.543859649122807,0.543859649122807,0.9999524083925513,0.9999999995410861,0.10155344315258574,0.8984465568474143,1,1
7931,patent,scientific paper,creative_work,creative_work,-1,False,-0.6491228070175439,-0.6491228070175439,0.543859649122807,-0.543859649122807,0.6480819206879748,0.35191807931202523,-1,1
488,airline,skyscraper,organization,man-made_object,-1,True,0.5614035087719298,0.5614035087719298,-0.9622139786884869,-0.48353166077871385,0.6909848104663501,0.30901518953365,-1,1
11960,zoo,scientific paper,geographical_entity,creative_work,-1,True,0.31495540561211904,0.31495540561211904,0.14035087719298245,-0.8593714156172477,0.6765983886225341,0.3234016113774659,-1,1
6296,island,volcano,geographical_entity,geographical_entity,-1,False,0.997757842468047,0.997757842468047,0.22261482899911877,0.9627091887025924,0.12932695664093563,0.8706730433590644,1,0
3926,dam,tea company,geographical_entity,organization,1,True,0.6666666666666666,0.6666666666666666,0.9457099176871785,0.9122752023497257,0.10874076371547325,0.8912592362845267,1,1
7112,mammal,tea company,species,organization,1,True,0.543859649122807,0.543859649122807,0.964620916585556,0.9999999979965217,0.10349029059568948,0.8965097094043105,1,1
5492,grass,play,species,creative_work,-1,True,0.01754385964912279,0.01754385964912279,0.6315789473684211,0.14035087719298245,0.3475815052680381,0.6524184947319619,1,0
7313,national park,coal power plant,geographical_entity,organization,1,True,0.12280701754385966,0.12280701754385966,-0.9182381105828622,-0.8434722072657314,0.8098726157875452,0.19012738421245481,-1,0
2018,bacteria,space station,species,man-made_object,1,True,0.0,0.0,0.9649119678339956,0.6666666666666666,0.1874628863092206,0.8125371136907794,1,1
5537,grass,spacecraft,species,man-made_object,1,True,0.10526315789473684,0.10526315789473684,0.9999999999999999,0.9643830228094729,0.1291611084583555,0.8708388915416445,1,1
4130,dentist,zoo,occupation,geographical_entity,1,True,0.5087719298245614,0.5087719298245614,0.9999281417257273,0.9998154343972376,0.10325143792081637,0.8967485620791836,1,1
4055,dentist,painting,occupation,creative_work,1,True,-0.5614035087719298,-0.5614035087719298,0.9472760726572501,0.14035087719298245,0.37356568885373675,0.6264343111462632,1,1
11780,world heritage site,mobile app,geographical_entity,creative_work,-1,True,-0.9995626812230488,-0.9995626812230488,0.6315789473684211,-0.9987562792614977,0.7858361278624322,0.21416387213756785,-1,1
8,NBA player,airport,occupation,geographical_entity,-1,True,-0.6666666666666666,-0.6666666666666666,0.5087719298245614,-0.5789473684210527,0.6645864643536303,0.3354135356463697,-1,1
3290,city,highway,geographical_entity,geographical_entity,1,False,0.9820505241814663,0.9820505241814663,0.6140350877192983,-0.9620350409839483,0.5586312700235292,0.44136872997647086,-1,0
4742,fish,city,species,geographical_entity,-1,True,-0.9823236111549455,-0.9823236111549455,0.9095633042933815,0.6140350877192983,0.2976673779317084,0.7023326220682916,1,0
956,amphibian,helicopter,species,man-made_object,-1,True,0.5263157894736842,0.5263157894736842,-0.5263157894736842,-0.5789473684210527,0.6638765016811053,0.33612349831889465,-1,1
10850,tea company,patent,organization,creative_work,-1,True,-0.6491228070175439,-0.6491228070175439,-0.3147437798709874,-0.8760261849216153,0.8221188493361055,0.17788115066389454,-1,1
9941,school teacher,national dance,occupation,creative_work,1,True,0.9693539935505419,0.9693539935505419,0.8577934511902702,1.0,0.08976749114072413,0.9102325088592759,1,1
9620,researcher,zoo,occupation,geographical_entity,1,True,0.07017543859649122,0.07017543859649122,0.840393897167123,0.46555294547108317,0.23478772232174905,0.765212277678251,1,1
10226,snake,industrial robot,species,man-made_object,-1,True,0.5263157894736842,0.5263157894736842,-0.9473050447266668,-0.9809194582899807,0.8062618756343287,0.19373812436567128,-1,1
7265,national dance,skyscraper,creative_work,man-made_object,-1,True,-0.9929540241806082,-0.9929540241806082,-0.9811671481605025,-0.484451191786668,0.8354590825387669,0.16454091746123306,-1,1
827,airport,song,geographical_entity,creative_work,-1,True,-0.03508771929824561,-0.03508771929824561,-0.08771929824561404,-0.6491228070175439,0.6894041907217869,0.3105958092782131,-1,1
2849,butterfly,airport,species,geographical_entity,-1,True,0.0,0.0,0.6140350877192983,0.29812675190334326,0.30912900779666086,0.6908709922033391,1,0
5495,grass,police officer,species,occupation,-1,True,-0.3089230298371266,-0.3089230298371266,-0.9648830954840797,-0.6491228070175439,0.8118756582343518,0.18812434176564813,-1,1
3827,dam,conglomerate,geographical_entity,organization,1,True,0.6666666666666666,0.6666666666666666,0.9810210765109949,-0.10526315789473684,0.29461831885093925,0.7053816811490607,1,1
4268,desert,submarine,geographical_entity,man-made_object,-1,True,0.08771929824561402,0.08771929824561402,-0.6666666666666666,-0.9436359473107493,0.8085686182345506,0.1914313817654494,-1,1
6047,insect,plant,species,species,1,False,0.07017543859649122,0.07017543859649122,0.8865053201986101,0.07017543859649122,0.3268205220689301,0.6731794779310699,1,1
7163,mobile app,bicycle,creative_work,man-made_object,-1,True,0.9820812315236721,0.9820812315236721,-0.6666666666666666,-0.9933861660199397,0.7383106646650583,0.2616893353349417,-1,1
8630,plant,tree,species,species,1,False,0.10526315789473684,0.10526315789473684,0.5614035087719298,-0.2280701754385965,0.4550539197344535,0.5449460802655465,1,1
10643,spider,national park,species,geographical_entity,1,True,0.5263157894736842,0.5263157894736842,0.543859649122807,0.9905306601721988,0.13152118112877798,0.868478818871222,1,1
6959,mammal,cooperative,species,organization,-1,True,0.12280701754385966,0.12280701754385966,-0.8821233328172543,-0.980326655339775,0.8314595079412374,0.16854049205876262,-1,1
8240,phytoplankton,cooperative,species,organization,-1,True,-0.9985763605298731,-0.9985763605298731,-0.8626835126373855,-0.2280701754385965,0.7758741103966055,0.22412588960339455,-1,1
9284,publisher,industrial robot,organization,man-made_object,-1,True,0.9993883373452807,0.9993883373452807,-0.9647815064801774,-0.9633737343806086,0.7629487540533983,0.2370512459466016,-1,1
11408,video game,bicycle,creative_work,man-made_object,-1,True,0.9927960902496489,0.9927960902496489,-0.5263157894736842,-0.5614035087719298,0.6026803780494766,0.3973196219505234,-1,1
1640,astronaut,castle,occupation,geographical_entity,-1,True,-0.8334748761263903,-0.8334748761263903,0.5614035087719298,-0.9999999996193107,0.7785170853664792,0.22148291463352077,-1,1
4934,fish,world heritage site,species,geographical_entity,1,True,0.03508771929824561,0.03508771929824561,0.9639477752533526,0.9998845982818519,0.13077524371104976,0.8692247562889502,1,1
10844,tea company,oil tanker,organization,man-made_object,-1,True,-0.969189895477457,-0.969189895477457,0.10526315789473684,-0.9473683465452168,0.822677692624622,0.17732230737537805,-1,1
4541,fast food restaurant,oil tanker,organization,man-made_object,1,True,-0.21052631578947367,-0.21052631578947367,0.8936777960197119,0.93669017388555,0.16152902710848638,0.8384709728915136,1,1
287,actor,journalist,occupation,occupation,1,False,0.9917856551666125,0.9917856551666125,-0.15789473684210528,-0.5087719298245614,0.5331818672826597,0.4668181327173403,-1,0
3326,city,percussion instrument,geographical_entity,man-made_object,1,True,0.9999157102906197,0.9999157102906197,0.5614035087719298,0.15789473684210523,0.24602726087823845,0.7539727391217615,1,1
2693,board game,national dance,creative_work,creative_work,1,False,0.8367139758992584,0.8367139758992584,0.9800148398458343,0.8771421672457734,0.1025459505213141,0.8974540494786859,1,1
4475,fashion designer,travel agency,occupation,organization,-1,True,0.9988911201489022,0.9988911201489022,-0.6140350877192983,-0.5614035087719298,0.6143755753738502,0.3856244246261497,-1,1
8006,physicist,book,occupation,creative_work,-1,True,-0.6140350877192983,-0.6140350877192983,0.5263157894736842,-0.9967235541196507,0.7613138070321913,0.23868619296780869,-1,1
2501,bird,football club,species,organization,1,True,-0.9813490009305518,-0.9813490009305518,0.9535874588861373,0.999858042173342,0.2042796380192613,0.7957203619807387,1,1
6956,mammal,conglomerate,species,organization,1,True,0.12280701754385966,0.12280701754385966,0.9999572528485564,0.24959920751692832,0.2614879615073732,0.7385120384926268,1,1
6998,mammal,hospital,species,organization,-1,True,-0.9823560060149337,-0.9823560060149337,0.12280701754385966,-0.5964912280701754,0.7501436936278405,0.2498563063721595,-1,1
7070,mammal,publisher,species,organization,-1,True,-0.9455296541173931,-0.9455296541173931,-0.10526315789473684,0.2982434034116738,0.5288523372239602,0.4711476627760398,-1,1
