domain1,domain2,interdomain,signal,class1,class2,GT,GT_ratio_order,weight,prediction,accuracy,precision,abstention
creative_work,creative_work,False,coqex,film,mobile app,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,film,national dance,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,film,painting,1,0,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,film,patent,-1,0,-0.9917537004236621,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,film,play,1,1,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,film,religious text,1,4,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,film,scientific paper,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,film,song,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,film,technological invention,1,2,0.0,0.0,0,,1.0
creative_work,creative_work,False,coqex,film,video game,-1,0,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,film,website,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,mobile app,animation feature film,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,mobile app,national dance,1,4,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,mobile app,patent,1,0,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,mobile app,play,1,2,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,mobile app,religious text,1,5,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,mobile app,scientific paper,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,mobile app,song,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,mobile app,technological invention,1,4,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,mobile app,website,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,national dance,animation feature film,-1,1,-0.99999637342751,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,national dance,religious text,1,1,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,national dance,technological invention,-1,0,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,national dance,website,-1,6,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,painting,animation feature film,1,1,0.4849997951240236,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,painting,mobile app,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,national dance,1,2,0.985356429381363,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,painting,patent,-1,1,-0.9982756871426575,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,painting,play,1,0,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,religious text,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,scientific paper,-1,3,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,song,-1,3,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,technological invention,1,2,0.9846320531454706,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,painting,website,-1,4,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,animation feature film,1,2,0.9984688540530637,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,national dance,1,4,0.998469975207348,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,religious text,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,scientific paper,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,patent,technological invention,1,3,0.9984677460031595,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,website,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,animation feature film,1,0,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,national dance,1,1,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,patent,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,religious text,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,scientific paper,-1,3,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,play,technological invention,1,1,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,website,-1,5,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,religious text,animation feature film,-1,2,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,religious text,technological invention,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,religious text,website,-1,7,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,scientific paper,animation feature film,1,4,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,scientific paper,national dance,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,scientific paper,religious text,1,6,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,scientific paper,technological invention,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,scientific paper,website,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,animation feature film,1,4,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,national dance,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,patent,1,1,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,play,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,religious text,1,6,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,scientific paper,1,0,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,technological invention,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,website,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,technological invention,website,-1,6,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,animation feature film,1,1,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,mobile app,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,national dance,1,3,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,painting,1,0,-0.9846291285563868,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,patent,-1,0,-0.9984677351261042,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,play,1,1,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,religious text,1,4,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,scientific paper,-1,2,0.0,0.0,0,,1.0
creative_work,creative_work,False,coqex,video game,song,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,technological invention,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,website,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,animation feature film,technological invention,1,1,0.0,0.0,0,,1.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,animation feature film,website,-1,5,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,animation feature film,1,1,0.9969885250148343,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,mobile app,-1,2,-0.9981177660737501,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,national dance,1,2,0.9999237771844498,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,painting,-1,0,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,patent,-1,1,-0.9982338097111749,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,play,1,0,-0.9852843156668178,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,religious text,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,scientific paper,-1,3,-0.9995804442263427,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,song,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,technological invention,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,video game,-1,0,-0.9977453713992321,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,website,-1,4,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,animation feature film,1,4,0.9950860201947094,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,board game,1,3,0.9950859653846629,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,mobile app,1,1,0.9950236043606064,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,national dance,1,5,0.9950860400489265,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,painting,1,3,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,patent,1,1,0.9950321608289308,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,play,1,3,0.9950858927649255,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,religious text,1,6,0.9950859039246752,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,scientific paper,1,0,0.9950041560792593,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,song,-1,0,0.9950835271431039,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,technological invention,1,5,0.9950860022777036,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,video game,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,website,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,animation feature film,1,1,0.9999946807033586,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,board game,1,0,0.9996818434273653,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,book,-1,2,-0.9950858309140573,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,mobile app,-1,1,-0.9980908243112521,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,national dance,1,3,0.9999983871860719,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,painting,1,0,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,patent,-1,0,-0.9982041611610706,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,play,1,1,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,religious text,1,4,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,scientific paper,-1,2,-0.9995746915013758,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,song,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,technological invention,1,2,0.9999632470496083,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,video game,-1,0,0.002254856525589599,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,website,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,animation feature film,1,3,0.9981286399814162,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,national dance,1,4,0.99813256453767,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,patent,1,0,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,play,1,2,0.9981032599718659,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,religious text,1,5,0.9981053986752888,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,scientific paper,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,song,-1,1,0.9975335988784155,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,technological invention,1,4,0.9981250901874616,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,website,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,animation feature film,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,religious text,1,1,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,technological invention,-1,0,-0.9767256300516922,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,website,-1,6,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,animation feature film,1,1,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,mobile app,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,national dance,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,patent,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,play,1,0,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,religious text,1,3,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,scientific paper,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,song,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,technological invention,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,website,-1,4,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,animation feature film,1,2,0.9982457557157078,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,national dance,1,4,0.998250064468277,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,religious text,1,5,0.998220190649795,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,scientific paper,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,technological invention,1,3,0.9982418568715218,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,website,-1,2,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,animation feature film,1,0,0.9996623555585837,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,national dance,1,1,0.9999298393981705,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,patent,-1,2,-0.9982178545453462,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,religious text,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,scientific paper,-1,3,-0.9995773467927405,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,technological invention,1,1,0.9978340637642198,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,website,-1,5,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,animation feature film,-1,2,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,technological invention,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,website,-1,7,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,animation feature film,1,4,0.9995827665552911,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,national dance,1,5,0.9995836047368492,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,religious text,1,6,0.9995778090758936,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,technological invention,1,5,0.9995820085150108,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,website,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,animation feature film,1,4,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,national dance,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,patent,1,1,-0.9975696973424824,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,play,1,3,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,religious text,1,6,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,scientific paper,1,0,-0.9994575840152229,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,technological invention,1,5,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,website,-1,1,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,technological invention,website,-1,6,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,animation feature film,1,1,0.9977454642963326,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,mobile app,-1,1,-0.0023622409008854928,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,national dance,1,3,0.9977454979464415,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,painting,1,0,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,patent,-1,0,-0.0023472451537260852,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,play,1,1,-0.0022547516877567952,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,religious text,1,4,0.4977452672235206,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,scientific paper,-1,2,-0.0023965103928091924,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,song,-1,2,-0.002258765026526416,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,technological invention,1,2,0.9977454339291608,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,website,-1,3,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,animation feature film,technological invention,1,1,0.9812171974048557,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,animation feature film,website,-1,5,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,animation feature film,1,1,-0.9810165007680092,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,mobile app,-1,2,0.003285113180555327,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,national dance,1,2,0.9919130691120456,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,painting,-1,0,-0.5,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,patent,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,play,1,0,-0.9968239469993512,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,religious text,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,scientific paper,-1,3,-0.008086930887954424,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,song,-1,3,-0.9894143654930669,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,technological invention,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,video game,-1,0,-0.9891190210763385,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,website,-1,4,-0.9995050834841638,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,animation feature film,1,4,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,board game,1,3,0.9847117575063036,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,mobile app,1,1,0.9845176821474896,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,national dance,1,5,0.9847619593756327,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,painting,1,3,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,book,patent,1,1,0.9846623560768775,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,play,1,3,0.9833120777980104,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,religious text,1,6,0.9846930388195207,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,scientific paper,1,0,-0.015238040624367288,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,book,song,-1,0,0.9823581511457709,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,book,technological invention,1,5,0.9847374627672736,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,video game,1,2,0.5,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,website,-1,1,0.5,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,animation feature film,1,1,0.9981920979147791,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,board game,1,0,0.9986258031158037,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,book,-1,2,-0.01073822146295278,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,mobile app,-1,1,0.9986174867573604,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,national dance,1,3,0.9986279620891363,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,painting,1,0,-0.004237903074356009,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,patent,-1,0,0.9986236871220673,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,play,1,1,0.9985669208756887,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,religious text,1,4,0.998624998910699,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,scientific paper,-1,2,-0.0013720379108637104,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,song,-1,2,0.9985283755104688,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,technological invention,1,2,0.9986269081584371,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,video game,-1,0,0.9962224498864507,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,website,-1,3,0.9982396444080734,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,mobile app,animation feature film,1,3,-0.979447702888476,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,mobile app,national dance,1,4,0.9994589456407359,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,mobile app,patent,1,0,-0.5,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,mobile app,play,1,2,-0.9924732423284681,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,mobile app,religious text,1,5,-0.006338334648416988,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,mobile app,scientific paper,-1,1,-0.0005410543592641037,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,mobile app,song,-1,1,-0.9844653853721455,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,mobile app,technological invention,1,4,0.9987317466749839,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,mobile app,website,-1,2,-0.99939687466987,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,national dance,animation feature film,-1,1,-0.981406823308911,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,national dance,religious text,1,1,-0.9957764220545906,-1.0,0,0.0,0.0
