class1,class2,domain1,domain2,GT,GT_ratio_order,coqex,wikidata,gpt3_few_shot_cardinality,ttest_by_subclass_coqex,ttest_by_subclass_wikidata,ttest_by_subclass_gpt3_few_shot_cardinality,majority_by_subclass_coqex,majority_by_subclass_wikidata,majority_by_subclass_gpt3_few_shot_cardinality,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,ttest_by_subclass_coqex_precision,ttest_by_subclass_wikidata_precision,ttest_by_subclass_gpt3_few_shot_cardinality_precision,majority_by_subclass_coqex_precision,majority_by_subclass_wikidata_precision,majority_by_subclass_gpt3_few_shot_cardinality_precision
satellite,smartphone,man-made_object,man-made_object,-1,6,1,1,-1,0,0.9759212436635474,-0.9995640346910024,-0.5789473684210527,1.0,-1.0,0,0,1,,0,1,1,0,1
satellite,skyscraper,man-made_object,man-made_object,-1,0,1,1,-1,0.9999960518742033,0,-0.9838126462364292,0.9473684210526315,-0.8421052631578947,0.5263157894736842,0,0,1,0,,1,0,1,0
satellite,bicycle,man-made_object,man-made_object,-1,5,-1,1,-1,0,0.9762404121452628,-0.9803934495826265,0.5789473684210527,1.0,-1.0,1,0,1,,0,1,0,0,1
satellite,industrial robot,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9998061682783663,0.9763458562595463,-0.9954111834465073,-0.8421052631578947,1.0,-0.8947368421052632,1,0,1,1,0,1,1,0,1
space station,submarine,man-made_object,man-made_object,-1,2,-1,-1,-1,0,-0.9544078137631009,-0.9880327892275533,-0.5789473684210527,-0.9473684210526316,-0.8421052631578947,1,1,1,,1,1,1,1,1
space station,oil tanker,man-made_object,man-made_object,-1,3,-1,-1,-1,-0.9997632872099536,0,-0.9999999695997263,-0.7894736842105263,-0.9473684210526316,-0.8421052631578947,1,1,1,1,,1,1,1,1
space station,observatory,man-made_object,man-made_object,-1,2,-1,-1,-1,-0.9948084149921934,-0.9951712757421667,-0.9997747248191656,-0.7894736842105263,-1.0,-1.0,1,1,1,1,1,1,1,1,1
space station,spacecraft,man-made_object,man-made_object,-1,3,1,-1,-1,-0.9798727075973861,-0.9720302618774312,-0.9979668005963558,-0.631578947368421,-1.0,-0.5789473684210527,0,1,1,1,1,1,1,1,1
space station,helicopter,man-made_object,man-made_object,-1,4,-1,-1,-1,-0.9995620660620076,0,-0.9999999999999749,-0.8947368421052632,-0.9473684210526316,-1.0,1,1,1,1,,1,1,1,1
space station,wind turbine,man-made_object,man-made_object,-1,5,-1,-1,-1,0,0,-0.9688953591948838,-0.8421052631578947,-0.9473684210526316,-1.0,1,1,1,,,1,1,1,1
space station,formula one circuit,man-made_object,man-made_object,-1,1,-1,-1,-1,0,-0.9776685952522359,-0.9999999994698022,0.5263157894736842,-1.0,-1.0,1,1,1,,1,1,0,1,1
space station,merchant ship,man-made_object,man-made_object,-1,4,-1,-1,-1,-0.9630302891624469,0,-0.9999988517468505,-0.6842105263157895,-0.9473684210526316,-0.8947368421052632,1,1,1,1,,1,1,1,1
space station,percussion instrument,man-made_object,man-made_object,-1,2,-1,-1,-1,-0.9845356117650416,0,-0.9990503523646695,-0.6842105263157895,-0.8947368421052632,-1.0,1,1,1,1,,1,1,1,1
space station,smartphone,man-made_object,man-made_object,-1,9,1,-1,-1,0,0,-0.9995640350152454,-0.5789473684210527,-0.8947368421052632,-1.0,0,1,1,,,1,1,1,1
space station,skyscraper,man-made_object,man-made_object,-1,3,-1,-1,-1,-0.9794888402195494,-0.9787360410236504,-0.9865179037011659,-0.736842105263158,-1.0,-0.5789473684210527,1,1,1,1,1,1,1,1,1
space station,bicycle,man-made_object,man-made_object,-1,8,-1,-1,-1,0,0,-0.9803934709635757,-0.5263157894736843,-0.8947368421052632,-1.0,1,1,1,,,1,1,1,1
space station,industrial robot,man-made_object,man-made_object,-1,6,-1,1,-1,-0.99981269488413,0,-0.9954150165586919,-0.8947368421052632,-0.8947368421052632,-1.0,1,0,1,1,,1,1,1,1
submarine,oil tanker,man-made_object,man-made_object,-1,1,-1,1,-1,-0.9981988231514576,0.9542738700145931,-0.9999999571519116,-0.6842105263157895,0.8421052631578947,-0.8947368421052632,1,0,1,1,0,1,1,0,1
submarine,observatory,man-made_object,man-made_object,-1,0,1,1,-1,0,0,-0.9681305512131826,-0.631578947368421,0.5263157894736842,-0.9473684210526316,0,0,1,,,1,1,0,1
submarine,spacecraft,man-made_object,man-made_object,-1,1,1,1,-1,-0.9749726631463662,0.9519075181051543,-0.996721201166738,0.5263157894736842,0.8421052631578947,-0.6842105263157895,0,0,1,1,0,1,0,0,1
submarine,helicopter,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9995055902013625,0.9528947863375008,-0.9999999999999868,-0.9473684210526316,0.8947368421052632,-1.0,1,0,1,1,0,1,1,0,1
submarine,wind turbine,man-made_object,man-made_object,-1,2,-1,1,-1,0,0,-0.9686939575146055,-0.8947368421052632,0.8421052631578947,-1.0,1,0,1,,,1,1,0,1
submarine,formula one circuit,man-made_object,man-made_object,1,0,1,1,1,0,0,0,0.5263157894736842,-0.736842105263158,-0.5263157894736843,1,1,1,,,,1,0,0
submarine,merchant ship,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9595563522029423,0.9526054470758887,-0.9999985262199961,-0.6842105263157895,0.8947368421052632,-0.9473684210526316,1,0,1,1,0,1,1,0,1
submarine,percussion instrument,man-made_object,man-made_object,-1,0,1,-1,1,0,0.9548143430703409,-0.9985399299932555,0.5263157894736842,0.8421052631578947,-0.9473684210526316,0,1,0,,0,1,0,0,1
submarine,smartphone,man-made_object,man-made_object,-1,7,1,1,-1,0,0.9545446140410809,-0.9995640348455674,-0.5789473684210527,0.8421052631578947,-1.0,0,0,1,,0,1,1,0,1
submarine,skyscraper,man-made_object,man-made_object,-1,1,-1,-1,-1,0,0,-0.9851598099075686,-0.7894736842105263,-0.8947368421052632,-0.631578947368421,1,1,1,,,1,1,1,1
submarine,bicycle,man-made_object,man-made_object,-1,6,-1,1,-1,0,0.9549485503478979,-0.980393459774819,-0.5263157894736843,0.8947368421052632,-1.0,1,0,1,,0,1,1,0,1
submarine,industrial robot,man-made_object,man-made_object,-1,3,-1,1,-1,-0.999812589046574,0.9550824263568624,-0.9954130110582918,-0.9473684210526316,0.8947368421052632,-1.0,1,0,1,1,0,1,1,0,1
oil tanker,observatory,man-made_object,man-made_object,1,0,1,-1,0,0.9954421027552846,-0.9950396042036679,0.9999999282342658,0.631578947368421,-1.0,0.8421052631578947,1,0,,1,0,1,1,0,1
oil tanker,spacecraft,man-made_object,man-made_object,1,0,1,-1,-1,0,-0.9718703283335688,0.9983336120035362,0.5789473684210527,-0.9473684210526316,0.5789473684210527,1,0,0,,0,1,1,0,1
oil tanker,helicopter,man-made_object,man-made_object,-1,0,-1,1,-1,-0.9988118886349991,0,-0.991456111317101,-0.7894736842105263,-0.8947368421052632,-0.9473684210526316,1,0,1,1,,1,1,1,1
oil tanker,wind turbine,man-made_object,man-made_object,-1,1,-1,1,-1,0,0,-0.9611249602989411,-0.6842105263157895,-0.8421052631578947,-0.9473684210526316,1,0,1,,,1,1,1,1
oil tanker,formula one circuit,man-made_object,man-made_object,1,2,1,-1,1,0.9998629528032454,-0.9775700441590304,0.9999999624753502,0.7368421052631579,-1.0,0.8421052631578947,1,0,1,1,0,1,1,0,1
oil tanker,merchant ship,man-made_object,man-made_object,-1,0,-1,-1,-1,0,0,-0.9650527063820129,-0.5263157894736843,-0.8947368421052632,-0.9473684210526316,1,1,1,,,1,1,1,1
oil tanker,percussion instrument,man-made_object,man-made_object,1,1,1,-1,1,0.9973185781713559,0,0.9886698402755009,0.631578947368421,-0.736842105263158,0.5789473684210527,1,0,1,1,,1,1,0,1
oil tanker,smartphone,man-made_object,man-made_object,-1,5,1,1,-1,0,0,-0.9995640290878118,-0.736842105263158,-0.736842105263158,-1.0,0,0,1,,,1,1,1,1
oil tanker,skyscraper,man-made_object,man-made_object,1,0,1,-1,-1,0.9929932097211305,-0.978710906114762,0,0.631578947368421,-1.0,0.5263157894736842,1,0,0,1,0,,1,0,1
oil tanker,bicycle,man-made_object,man-made_object,-1,5,-1,1,-1,0,0.9602012653797396,-0.9803930801010095,-0.631578947368421,-0.7894736842105263,-1.0,1,0,1,,0,1,1,1,1
oil tanker,industrial robot,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9998117994209537,0.9852229458512041,-0.9953444499405641,-0.8947368421052632,-0.736842105263158,-0.7894736842105263,1,0,1,1,0,1,1,1,1
observatory,spacecraft,man-made_object,man-made_object,-1,0,1,-1,-1,-0.9679084278453799,0.9915966094263166,-0.9940275815570958,0.5263157894736842,0.8947368421052632,-0.5263157894736843,0,1,1,1,0,1,0,0,1
observatory,helicopter,man-made_object,man-made_object,-1,1,-1,1,-1,-0.9994211574678543,0.9932318081020358,-0.9999999999999888,-0.8947368421052632,0.8947368421052632,-1.0,1,0,1,1,0,1,1,0,1
observatory,wind turbine,man-made_object,man-made_object,-1,2,-1,1,-1,0,0.9843340205526656,-0.9684333989658643,-0.736842105263158,0.8947368421052632,-0.9473684210526316,1,0,1,,0,1,1,0,1
observatory,formula one circuit,man-made_object,man-made_object,1,1,-1,-1,1,0.9988678270869267,0,0.9981879913175721,0.8421052631578947,-0.8421052631578947,0.631578947368421,0,0,1,1,,1,1,0,1
observatory,merchant ship,man-made_object,man-made_object,-1,1,-1,-1,-1,-0.9546870960201002,0.9926571493480698,-0.999997945059528,-0.5263157894736843,0.9473684210526315,-0.8947368421052632,1,1,1,1,0,1,1,0,1
observatory,percussion instrument,man-made_object,man-made_object,1,0,1,-1,1,0,0.9956114740027925,-0.9974792479782265,0.6842105263157895,0.8947368421052632,-0.8947368421052632,1,0,1,,1,0,1,1,0
observatory,smartphone,man-made_object,man-made_object,-1,6,1,1,-1,0,0.9953320718672498,-0.999564034627459,-0.5789473684210527,0.9473684210526315,-1.0,0,0,1,,0,1,1,0,1
observatory,skyscraper,man-made_object,man-made_object,-1,0,-1,-1,-1,0,-0.9728134290031061,-0.983231895415308,-0.5263157894736843,-1.0,0.5263157894736842,1,1,1,,1,1,1,1,0
observatory,bicycle,man-made_object,man-made_object,-1,6,-1,1,-1,0,0.9957437936676474,-0.9803934453925018,0.5263157894736842,0.9473684210526315,-1.0,1,0,1,,0,1,0,0,1
observatory,industrial robot,man-made_object,man-made_object,-1,3,-1,1,-1,-0.9998124429247245,0.9958723882276831,-0.9954104319199484,-0.9473684210526316,0.9473684210526315,-0.9473684210526316,1,0,1,1,0,1,1,0,1
spacecraft,helicopter,man-made_object,man-made_object,-1,1,-1,1,-1,-0.9902569736759255,0,-0.9999984580392667,-0.8947368421052632,-0.736842105263158,-0.9473684210526316,1,0,1,1,,1,1,1,1
spacecraft,wind turbine,man-made_object,man-made_object,-1,1,-1,1,-1,0,0,-0.9656250363232547,-0.8421052631578947,-0.631578947368421,-1.0,1,0,1,,,1,1,1,1
spacecraft,formula one circuit,man-made_object,man-made_object,1,1,-1,-1,1,0.9816907087330856,-0.9757903668406515,0.9974342803375705,-0.5789473684210527,-1.0,-0.5263157894736843,0,0,1,1,0,1,0,0,0
spacecraft,merchant ship,man-made_object,man-made_object,-1,0,-1,-1,-1,0,0,-0.9998116300384566,-0.6842105263157895,-0.7894736842105263,-0.8947368421052632,1,1,1,,,1,1,1,1
spacecraft,percussion instrument,man-made_object,man-made_object,1,1,-1,-1,1,0.9706255187424797,0.9907641689667789,0,0.5789473684210527,-0.5263157894736843,-0.7894736842105263,0,0,1,1,1,,1,0,0
spacecraft,smartphone,man-made_object,man-made_object,-1,5,1,1,-1,0,0.9831073277371557,-0.9995640323821379,-0.5789473684210527,-0.5263157894736843,-1.0,0,0,1,,0,1,1,1,1
spacecraft,skyscraper,man-made_object,man-made_object,1,0,-1,-1,0,0.9669134910720312,-0.9782767397127665,0,-0.631578947368421,-1.0,-0.736842105263158,0,0,,1,0,,0,0,0
spacecraft,bicycle,man-made_object,man-made_object,-1,5,-1,1,-1,0,0.9930666472988057,-0.9803932973332926,0.5263157894736842,-0.5789473684210527,-1.0,1,0,1,,0,1,0,1,1
spacecraft,industrial robot,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9998103060215092,0.9948263989340335,-0.9953837928848263,-0.9473684210526316,-0.5263157894736843,-1.0,1,0,1,1,0,1,1,1,1
helicopter,wind turbine,man-made_object,man-made_object,-1,0,-1,-1,-1,0,0,-0.9582146793539952,0.631578947368421,-0.631578947368421,-0.9473684210526316,1,1,1,,,1,0,1,1
helicopter,formula one circuit,man-made_object,man-made_object,1,2,1,-1,1,0.9995856385522671,-0.9765385680741634,0.9999999999999701,0.9473684210526315,-1.0,1.0,1,0,1,1,0,1,1,0,1
helicopter,merchant ship,man-made_object,man-made_object,1,0,-1,-1,1,0,0,0,0.6842105263157895,-0.6842105263157895,-0.8421052631578947,0,0,1,,,,1,0,0
helicopter,percussion instrument,man-made_object,man-made_object,1,2,1,-1,1,0.9994517714083976,0.9801169352594011,0.9999634227200028,0.8947368421052632,-0.5263157894736843,0.6842105263157895,1,0,1,1,1,1,1,0,1
helicopter,smartphone,man-made_object,man-made_object,-1,4,1,1,-1,0,0.9582296782642704,-0.9995640271299585,-0.631578947368421,-0.5789473684210527,-1.0,0,0,1,,0,1,1,1,1
helicopter,skyscraper,man-made_object,man-made_object,1,1,1,-1,1,0.9994118662766316,-0.9784565109633612,0,0.7368421052631579,-1.0,0.5263157894736842,1,0,1,1,0,,1,0,1
helicopter,bicycle,man-made_object,man-made_object,-1,4,-1,1,-1,0,0.9861530857620203,-0.9803929509972746,0.5789473684210527,-0.5263157894736843,-1.0,1,0,1,,0,1,0,1,1
helicopter,industrial robot,man-made_object,man-made_object,-1,1,-1,1,-1,-0.9998044544141328,0.9904980607677227,-0.9953209169837286,-0.7894736842105263,-0.5263157894736843,-0.7894736842105263,1,0,1,1,0,1,1,1,1
wind turbine,formula one circuit,man-made_object,man-made_object,1,3,1,-1,1,0,-0.9739155874463278,0.9687952513044661,0.9473684210526315,-1.0,0.9473684210526315,1,0,1,,0,1,1,0,1
wind turbine,merchant ship,man-made_object,man-made_object,1,0,1,-1,1,0,0,0.9570064614941864,0.631578947368421,-0.7894736842105263,0.8947368421052632,1,0,1,,,1,1,0,1
wind turbine,percussion instrument,man-made_object,man-made_object,1,2,1,-1,1,0,0,0.9648134393484316,0.7894736842105263,-0.736842105263158,0.9473684210526315,1,0,1,,,1,1,0,1
wind turbine,smartphone,man-made_object,man-made_object,-1,4,1,1,-1,0,0,-0.9995639347217571,-0.5789473684210527,-0.736842105263158,-1.0,0,0,1,,,1,1,1,1
wind turbine,skyscraper,man-made_object,man-made_object,1,1,1,-1,1,0,-0.9778556443393088,0.9565424141411615,0.7368421052631579,-1.0,0.8947368421052632,1,0,1,,0,1,1,0,1
wind turbine,bicycle,man-made_object,man-made_object,-1,3,-1,1,-1,0,0,-0.9803868571001179,0.5263157894736842,-0.736842105263158,-1.0,1,0,1,,,1,0,1,1
wind turbine,industrial robot,man-made_object,man-made_object,-1,0,-1,1,1,-0.999799873107453,0,-0.9940338418083055,-0.8421052631578947,-0.736842105263158,-0.8421052631578947,1,0,0,1,,1,1,1,1
formula one circuit,merchant ship,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9645147281679324,0.9763164441271847,-0.9999986933528322,-0.736842105263158,1.0,-0.8947368421052632,1,0,1,1,0,1,1,0,1
formula one circuit,percussion instrument,man-made_object,man-made_object,-1,0,1,-1,-1,-0.996552281812645,0.9779695053572408,-0.9988283345520044,-0.5789473684210527,1.0,-1.0,0,1,1,1,0,1,1,0,1
formula one circuit,smartphone,man-made_object,man-made_object,-1,7,1,1,-1,0,0.9777703768087321,-0.9995640349307499,-0.5789473684210527,0.9473684210526315,-1.0,0,0,1,,0,1,1,0,1
formula one circuit,skyscraper,man-made_object,man-made_object,-1,1,-1,-1,-1,-0.9922975617847216,0,-0.9858607163670903,-0.7894736842105263,-0.9473684210526316,0.5263157894736842,1,1,1,1,,1,1,1,0
formula one circuit,bicycle,man-made_object,man-made_object,-1,7,-1,1,-1,0,0.9780683063904458,-0.9803934653918476,0.5263157894736842,1.0,-1.0,1,0,1,,0,1,0,0,1
formula one circuit,industrial robot,man-made_object,man-made_object,-1,4,-1,1,-1,-0.99981274496598,0.9781667204937933,-0.9954140179990306,-0.9473684210526316,1.0,-0.9473684210526316,1,0,1,1,0,1,1,0,1
merchant ship,percussion instrument,man-made_object,man-made_object,1,2,1,-1,1,0.9564280418858984,0,0.9992444087152994,-0.5789473684210527,-0.6842105263157895,0.631578947368421,1,0,1,1,,1,0,0,1
merchant ship,smartphone,man-made_object,man-made_object,-1,5,1,1,-1,0,0,-0.9995640263742928,-0.6842105263157895,-0.6842105263157895,-1.0,0,0,1,,,1,1,1,1
merchant ship,skyscraper,man-made_object,man-made_object,1,0,1,-1,1,0.9541579340789598,-0.9784046088975035,0,0.631578947368421,-1.0,0.5263157894736842,1,0,1,1,0,,1,0,1
merchant ship,bicycle,man-made_object,man-made_object,-1,4,-1,1,-1,0,0,-0.9803929011674188,-0.6842105263157895,-0.6842105263157895,-1.0,1,0,1,,,1,1,1,1
merchant ship,industrial robot,man-made_object,man-made_object,-1,1,-1,1,-1,-0.9998082386047988,0.9524163906959469,-0.9953117858038498,-0.8947368421052632,-0.6842105263157895,-0.7894736842105263,1,0,1,1,0,1,1,1,1
percussion instrument,smartphone,man-made_object,man-made_object,-1,7,1,1,-1,0,0,-0.9995640317635304,-0.5789473684210527,-0.8947368421052632,-1.0,0,0,1,,,1,1,1,1
percussion instrument,skyscraper,man-made_object,man-made_object,-1,1,-1,1,-1,0,-0.9788117963977261,0,-0.631578947368421,-1.0,0.5789473684210527,1,0,1,,1,,1,1,0
percussion instrument,bicycle,man-made_object,man-made_object,-1,6,-1,1,-1,0,0,-0.9803932565415211,-0.5263157894736843,-0.8947368421052632,-1.0,1,0,1,,,1,1,1,1
percussion instrument,industrial robot,man-made_object,man-made_object,-1,3,-1,1,-1,-0.9998124922182627,0,-0.995376427522699,-1.0,-0.8947368421052632,-0.8421052631578947,1,0,1,1,,1,1,1,1
smartphone,skyscraper,man-made_object,man-made_object,1,5,-1,-1,1,0,-0.978761391557109,0.999564026242389,0.5789473684210527,-1.0,1.0,0,0,1,,0,1,1,0,1
smartphone,bicycle,man-made_object,man-made_object,1,0,-1,-1,0,0,0,0.9834832321868601,-0.5789473684210527,-0.8421052631578947,0.631578947368421,0,0,,,,1,0,0,1
smartphone,industrial robot,man-made_object,man-made_object,1,3,-1,1,1,0,0,0.9995615786750425,-0.5263157894736843,-0.8421052631578947,1.0,0,1,1,,,1,0,0,1
skyscraper,bicycle,man-made_object,man-made_object,-1,5,-1,1,-1,0,0.9788369475262129,-0.980392892468866,-0.5789473684210527,1.0,-1.0,1,0,1,,0,1,1,0,1
skyscraper,industrial robot,man-made_object,man-made_object,-1,2,-1,1,-1,-0.9998124301974239,0.9788620725418244,-0.9953100643316944,-0.8947368421052632,1.0,-1.0,1,0,1,1,0,1,1,0,1
bicycle,industrial robot,man-made_object,man-made_object,1,2,1,1,1,0,0,0.980231301964298,-0.6842105263157895,-0.9473684210526316,1.0,1,1,1,,,1,0,0,1
