class1,class2,domain1,domain2,GT,GT_ratio_order,coqex,wikidata,gpt3_few_shot_cardinality,ttest_by_subclass_coqex,ttest_by_subclass_wikidata,ttest_by_subclass_gpt3_few_shot_cardinality,majority_by_subclass_coqex,majority_by_subclass_wikidata,majority_by_subclass_gpt3_few_shot_cardinality,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,ttest_by_subclass_coqex_precision,ttest_by_subclass_wikidata_precision,ttest_by_subclass_gpt3_few_shot_cardinality_precision,majority_by_subclass_coqex_precision,majority_by_subclass_wikidata_precision,majority_by_subclass_gpt3_few_shot_cardinality_precision
physicist,police officer,occupation,occupation,-1,1,-1,1,-1,-0.9999222757452737,0.9879894398102481,0,-0.9473684210526316,0.8947368421052632,-1.0,1,0,1,1,0,,1,0,1
physicist,NBA player,occupation,occupation,1,2,1,1,1,0.9996861431345709,0,0,0.6842105263157895,0.9473684210526315,-0.5789473684210527,1,1,1,1,,,1,1,0
physicist,airline pilot,occupation,occupation,1,0,-1,1,1,-0.9999935190774172,0.9565686712518326,0,-0.8947368421052632,0.8947368421052632,-0.7894736842105263,0,1,1,0,1,,0,1,0
physicist,nurse,occupation,occupation,-1,1,-1,1,-1,-0.99856962447212,0.9922005627103244,-0.9999866485102638,-0.736842105263158,1.0,-1.0,1,0,1,1,0,1,1,0,1
physicist,dentist,occupation,occupation,-1,0,-1,1,-1,-0.9995692154021618,0.9949356411316427,-0.9993997147115762,-0.8947368421052632,1.0,-0.9473684210526316,1,0,1,1,0,1,1,0,1
journalist,astronaut,occupation,occupation,1,3,1,1,1,0.9921357448360041,0.9982245953488349,0.9999111164903688,0.6842105263157895,1.0,0.6842105263157895,1,1,1,1,1,1,1,1,1
journalist,researcher,occupation,occupation,-1,1,-1,-1,-1,-0.9916453682816007,0.9982245953488349,-0.9753920720363405,-0.5789473684210527,1.0,-0.631578947368421,1,1,1,1,0,1,1,0,1
journalist,fashion designer,occupation,occupation,1,0,1,1,1,0.9707139516520709,0.9979806460916061,0,0.631578947368421,1.0,-0.6842105263157895,1,1,1,1,1,,1,1,0
journalist,lawyer,occupation,occupation,-1,0,-1,1,-1,-0.9997191630574702,0,-0.9943517512631858,-1.0,0.9473684210526315,-0.8421052631578947,1,0,1,1,,1,1,0,1
journalist,school teacher,occupation,occupation,-1,2,-1,1,-1,-0.9935007972339855,0.9980917327915105,-1.0,-0.6842105263157895,1.0,-1.0,1,0,1,1,0,1,1,0,1
journalist,architect,occupation,occupation,-1,0,-1,1,1,0,0.9854358126357875,0,-0.5789473684210527,1.0,-0.7894736842105263,1,0,0,,0,,1,0,1
journalist,police officer,occupation,occupation,-1,1,1,1,-1,-0.9998697754015872,0.9977108621526279,0,-0.8421052631578947,1.0,-1.0,0,0,1,1,0,,1,0,1
journalist,NBA player,occupation,occupation,1,2,1,1,1,0.9923900851276135,0.9971781742611541,0.9992685871448314,0.631578947368421,1.0,0.6842105263157895,1,1,1,1,1,1,1,1,1
journalist,airline pilot,occupation,occupation,1,0,-1,1,-1,-0.999981634174429,0.9969979391732218,0,-0.8947368421052632,1.0,-0.7894736842105263,0,1,0,0,1,,0,1,0
journalist,nurse,occupation,occupation,-1,1,-1,1,-1,-0.9981868355140159,0.9979172710254378,-0.9999873698650399,-0.8421052631578947,1.0,-1.0,1,0,1,1,0,1,1,0,1
journalist,dentist,occupation,occupation,-1,0,-1,1,-1,-0.9949002353942198,0.9980933409207742,-0.9994401448843813,-0.736842105263158,1.0,-0.8421052631578947,1,0,1,1,0,1,1,0,1
astronaut,researcher,occupation,occupation,-1,4,-1,-1,-1,-0.99488390382719,0,-0.9756406969952224,-0.5263157894736843,-1.0,-0.7894736842105263,1,1,1,1,,1,1,1,1
astronaut,fashion designer,occupation,occupation,-1,2,1,-1,-1,-0.972274094855277,0,-0.9999999999920047,0.7894736842105263,-0.8947368421052632,-1.0,0,1,1,1,,1,0,1,1
astronaut,lawyer,occupation,occupation,-1,3,-1,-1,-1,-0.9998243685092366,-0.9685362693886563,-0.994442086375858,-1.0,-1.0,-0.9473684210526316,1,1,1,1,1,1,1,1,1
astronaut,school teacher,occupation,occupation,-1,5,-1,-1,-1,-0.9944200760654487,0,-1.0,-0.5789473684210527,-0.7894736842105263,-1.0,1,1,1,1,,1,1,1,1
astronaut,architect,occupation,occupation,-1,3,-1,-1,-1,0,-0.9952786814619802,0,-0.6842105263157895,-1.0,-0.8421052631578947,1,1,1,,1,,1,1,1
astronaut,police officer,occupation,occupation,-1,4,-1,-1,-1,-0.9999346390752702,-0.9820581935612148,0,-1.0,-0.9473684210526316,-1.0,1,1,1,1,1,,1,1,1
astronaut,NBA player,occupation,occupation,-1,0,1,-1,-1,0.9589255165357234,0,-0.9662994768737521,0.8421052631578947,-0.5789473684210527,-0.8947368421052632,0,1,1,0,,1,0,1,1
astronaut,airline pilot,occupation,occupation,-1,2,-1,-1,-1,-0.9999954472725084,-0.985632215796205,-0.9981176210487379,-0.9473684210526316,-1.0,-1.0,1,1,1,1,1,1,1,1,1
astronaut,nurse,occupation,occupation,-1,4,-1,-1,-1,-0.9986794736661018,0,-0.9999875027031803,-0.6842105263157895,-0.8947368421052632,-1.0,1,1,1,1,,1,1,1,1
astronaut,dentist,occupation,occupation,-1,3,-1,-1,-1,-0.9997887267941045,0,-0.9994472933710427,-0.9473684210526316,-0.6842105263157895,-1.0,1,1,1,1,,1,1,1,1
researcher,fashion designer,occupation,occupation,1,1,1,1,1,0.9943066774521345,0,0.9753325489862653,-0.5263157894736843,-0.8947368421052632,-0.6842105263157895,1,1,1,1,,1,0,0,0
researcher,lawyer,occupation,occupation,1,0,0,1,0,0,-0.9685362693886563,0,-0.7894736842105263,-1.0,-0.7894736842105263,,1,,,0,,0,0,0
researcher,school teacher,occupation,occupation,-1,0,0,1,-1,-0.9598127449900964,0,-0.9999340829455711,-0.7894736842105263,-0.7894736842105263,-0.8947368421052632,,0,1,1,,1,1,1,1
researcher,architect,occupation,occupation,1,0,1,1,1,0.9584795892915652,-0.9952786814619802,0.9736067320489878,-0.5789473684210527,-1.0,-0.6842105263157895,1,1,1,1,0,1,0,0,0
researcher,police officer,occupation,occupation,-1,0,1,1,0,0,-0.9820581935612148,0,-0.6842105263157895,-0.9473684210526316,-0.8421052631578947,0,0,,,1,,1,1,1
researcher,NBA player,occupation,occupation,1,3,1,1,1,0.9948982668417784,0,0.9755979252428075,0.5263157894736842,-0.5789473684210527,-0.631578947368421,1,1,1,1,,1,1,0,0
researcher,airline pilot,occupation,occupation,1,1,1,1,1,0,-0.985632215796205,0.9751006096127376,-0.631578947368421,-1.0,-0.631578947368421,1,1,1,,0,1,0,0,0
researcher,nurse,occupation,occupation,-1,0,-1,1,-1,0,0,-0.9923050816817482,-0.8947368421052632,-0.8947368421052632,-1.0,1,0,1,,,1,1,1,1
researcher,dentist,occupation,occupation,1,0,1,1,-1,0.9733435748537336,0,0,-0.5789473684210527,-0.6842105263157895,-0.8421052631578947,1,1,0,1,,,0,0,0
fashion designer,lawyer,occupation,occupation,-1,1,-1,-1,-1,-0.9998054954578234,-0.9654933869887861,-0.9943300488597678,-1.0,-1.0,-0.631578947368421,1,1,1,1,1,1,1,1,1
fashion designer,school teacher,occupation,occupation,-1,2,-1,1,-1,-0.9942304765263485,0,-1.0,-0.8421052631578947,0.7894736842105263,-1.0,1,0,1,1,,1,1,0,1
fashion designer,architect,occupation,occupation,-1,1,-1,-1,-1,0,-0.9929075392837605,0,-0.8421052631578947,-0.9473684210526316,-0.5789473684210527,1,1,1,,1,,1,1,1
fashion designer,police officer,occupation,occupation,-1,1,-1,-1,-1,-0.9999241113430002,0,0,-0.9473684210526316,-0.736842105263158,-0.9473684210526316,1,1,1,1,,,1,1,1
fashion designer,NBA player,occupation,occupation,1,1,-1,-1,-1,0.9750607626081905,0,0.9999999998834155,-0.6842105263157895,0.8421052631578947,1.0,0,0,0,1,,1,0,1,1
fashion designer,airline pilot,occupation,occupation,-1,0,-1,-1,-1,-0.9999938775587549,-0.9515234888000915,0,-1.0,-0.631578947368421,-0.631578947368421,1,1,1,1,1,,1,1,1
fashion designer,nurse,occupation,occupation,-1,2,-1,-1,-1,-0.9985849517781006,0,-0.999987337981795,-0.8947368421052632,0.631578947368421,-1.0,1,1,1,1,,1,1,0,1
fashion designer,dentist,occupation,occupation,-1,1,-1,1,-1,-0.9996041744451306,0,-0.9994384293218067,-0.9473684210526316,0.7368421052631579,-0.7894736842105263,1,0,1,1,,1,1,0,1
lawyer,school teacher,occupation,occupation,-1,1,0,1,-1,0,0.9668651773220917,-0.999999633732995,0.5263157894736842,1.0,-0.9473684210526316,,0,1,,0,1,0,0,1
lawyer,architect,occupation,occupation,1,0,1,1,1,0.9984189786859894,0,0.9936785999946433,0.8947368421052632,0.7894736842105263,0.631578947368421,1,1,1,1,,1,1,1,1
lawyer,police officer,occupation,occupation,-1,0,1,1,0,0,0.9622809100517741,0,0.6842105263157895,1.0,-0.8421052631578947,0,0,,,0,,0,0,1
lawyer,NBA player,occupation,occupation,1,2,1,1,1,0.9998248408924343,0.9567903939175678,0.9944265861214591,1.0,1.0,0.631578947368421,1,1,1,1,1,1,1,1,1
lawyer,airline pilot,occupation,occupation,1,1,1,1,1,0.9876671084649694,0.9544496253562124,0.9942450730174851,0.631578947368421,0.9473684210526315,0.631578947368421,1,1,1,1,1,1,1,1,1
lawyer,nurse,occupation,occupation,-1,0,-1,1,-1,0,0.9647284539728933,-0.9978810299995142,-0.631578947368421,1.0,-1.0,1,0,1,,0,1,1,0,1
lawyer,dentist,occupation,occupation,1,0,1,1,-1,0.9990855528618849,0.9668813949299366,0,0.8421052631578947,1.0,-0.6842105263157895,1,1,0,1,1,,1,1,0
school teacher,architect,occupation,occupation,1,1,1,-1,1,0.9897005429609935,-0.9940219343278803,1.0,0.5263157894736842,-1.0,1.0,1,0,1,1,0,1,1,0,1
school teacher,police officer,occupation,occupation,1,0,1,-1,1,0,0,0,-0.5263157894736843,-0.8421052631578947,0.631578947368421,1,0,1,,,,0,0,1
school teacher,NBA player,occupation,occupation,1,4,1,-1,1,0.9944250009493634,0,1.0,0.5789473684210527,0.7368421052631579,1.0,1,0,1,1,,1,1,1,1
school teacher,airline pilot,occupation,occupation,1,2,1,-1,1,0.9790142621326382,-0.9685553724622831,1.0,0.5263157894736842,-1.0,1.0,1,0,1,1,0,1,1,0,1
school teacher,nurse,occupation,occupation,1,0,-1,-1,0,0,0,0,-0.631578947368421,-0.7894736842105263,-0.5789473684210527,0,0,,,,,0,0,0
school teacher,dentist,occupation,occupation,1,1,1,-1,-1,0.9905738866392644,0,0.9994199999961514,0.5263157894736842,-0.631578947368421,0.631578947368421,1,0,0,1,,1,1,0,1
architect,police officer,occupation,occupation,-1,0,1,1,-1,-0.9974448659524054,0.9894037332111457,0,-0.7894736842105263,0.8421052631578947,-1.0,0,0,1,1,0,,1,0,1
architect,NBA player,occupation,occupation,1,2,1,1,0,0,0.9702762581101121,0,0.631578947368421,0.9473684210526315,0.5789473684210527,1,1,,,1,,1,1,1
architect,airline pilot,occupation,occupation,1,0,-1,1,-1,-0.9679674626898873,0.9744162655722336,0,-0.7894736842105263,0.9473684210526315,-0.5789473684210527,0,1,0,0,1,,0,1,0
architect,nurse,occupation,occupation,-1,1,-1,1,-1,-0.9948544798228697,0.9921186189309686,-0.9999864503706745,-0.7894736842105263,1.0,-1.0,1,0,1,1,0,1,1,0,1
architect,dentist,occupation,occupation,1,0,-1,1,-1,0,0.9940941720687599,-0.999388292124086,-0.736842105263158,1.0,-0.8947368421052632,0,1,0,,1,0,0,1,0
police officer,NBA player,occupation,occupation,1,3,1,1,1,0.9999348966791954,0,0,1.0,0.8947368421052632,0.9473684210526315,1,1,1,1,,,1,1,1
police officer,airline pilot,occupation,occupation,1,1,-1,-1,1,0.9641853746963225,0,0,0.5789473684210527,-0.736842105263158,0.9473684210526315,0,0,1,1,,,1,0,1
police officer,nurse,occupation,occupation,-1,0,-1,1,-1,0,0,0,-0.631578947368421,0.7368421052631579,-0.6842105263157895,1,0,1,,,,1,0,1
police officer,dentist,occupation,occupation,1,0,-1,1,-1,0.9992215350934943,0,0,0.7368421052631579,0.8421052631578947,0.5789473684210527,0,1,0,1,,,1,1,1
NBA player,airline pilot,occupation,occupation,-1,1,-1,-1,-1,-0.9999954840248503,0,-0.9965185827197612,-0.9473684210526316,-0.8947368421052632,-1.0,1,1,1,1,,1,1,1,1
NBA player,nurse,occupation,occupation,-1,3,-1,-1,-1,-0.9986818784193638,0,-0.9999874798658958,-0.6842105263157895,-0.8421052631578947,-1.0,1,1,1,1,,1,1,1,1
NBA player,dentist,occupation,occupation,-1,2,-1,1,-1,-0.9997920952127698,0,-0.9994460654364877,-0.9473684210526316,-0.7894736842105263,-1.0,1,0,1,1,,1,1,1,1
airline pilot,nurse,occupation,occupation,-1,1,-1,1,-1,-0.9792305384356778,0,-0.9999872141885772,-0.6842105263157895,0.8947368421052632,-1.0,1,0,1,1,,1,1,0,1
airline pilot,dentist,occupation,occupation,-1,0,1,1,-1,0.9985883543201846,0.9719519293434303,-0.9994317339013353,0.6842105263157895,0.8421052631578947,-0.736842105263158,0,0,1,0,0,1,0,0,1
nurse,dentist,occupation,occupation,1,1,1,1,-1,0.9960515271694373,0,0,0.6842105263157895,0.631578947368421,0.5263157894736842,1,1,0,1,,,1,1,1
