class1,class2,domain1,domain2,GT,GT_ratio_order,coqex,wikidata,gpt3_few_shot_cardinality,ttest_by_subclass_coqex,ttest_by_subclass_wikidata,ttest_by_subclass_gpt3_few_shot_cardinality,majority_by_subclass_coqex,majority_by_subclass_wikidata,majority_by_subclass_gpt3_few_shot_cardinality,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,ttest_by_subclass_coqex_precision,ttest_by_subclass_wikidata_precision,ttest_by_subclass_gpt3_few_shot_cardinality_precision,majority_by_subclass_coqex_precision,majority_by_subclass_wikidata_precision,majority_by_subclass_gpt3_few_shot_cardinality_precision
insect,bee,species,species,1,2,1,1,1,0.9932112490435061,0,0.9927540056199795,0.6842105263157895,-0.6842105263157895,-0.6842105263157895,1,1,1,1,,1,1,0,0
fish,mammal,species,species,1,0,1,-1,1,0.9783368204937664,0,0.9897179580803954,0.5789473684210527,-1.0,0.5263157894736842,1,0,1,1,,1,1,0,1
fish,spider,species,species,-1,0,-1,-1,-1,0,-0.9836094943806384,0,-0.5789473684210527,-1.0,-0.7894736842105263,1,1,1,,1,,1,1,1
fish,bacteria,species,species,-1,5,1,-1,0,0.9963012162272602,0,0,0.6842105263157895,-0.8947368421052632,-0.8421052631578947,0,1,,0,,,0,1,1
fish,plant,species,species,-1,1,-1,-1,0,-0.999714442507348,0,0,-0.9473684210526316,-0.9473684210526316,-0.8947368421052632,1,1,,1,,,1,1,1
fish,butterfly,species,species,1,0,1,-1,1,0,0,0.9800719737859417,-0.5789473684210527,-0.9473684210526316,-0.6842105263157895,1,0,1,,,1,0,0,0
fish,amphibian,species,species,1,0,1,-1,1,0.977450883714538,0,0.9903304081760866,0.631578947368421,-1.0,0.6842105263157895,1,0,1,1,,1,1,0,1
fish,grass,species,species,1,0,1,-1,-1,0,0,0.994110223213518,-0.6842105263157895,-0.8947368421052632,0.5263157894736842,1,0,0,,,1,0,0,1
fish,tree,species,species,-1,0,-1,-1,0,0,0,0,-1.0,-0.8947368421052632,-0.6842105263157895,1,1,,,,,1,1,1
fish,phytoplankton,species,species,1,0,1,1,0,0.9589188619553142,0,0,-0.631578947368421,-0.8947368421052632,-0.7894736842105263,1,1,,1,,,0,0,0
fish,bee,species,species,1,0,1,-1,-1,-0.9622665538984752,0,-1.0,-0.6842105263157895,-0.8947368421052632,-1.0,1,0,0,0,,0,0,0,0
mammal,spider,species,species,-1,0,-1,-1,-1,0,0,-0.9609988507192877,0.5263157894736842,-0.8421052631578947,-1.0,1,1,1,,,1,0,1,1
mammal,bacteria,species,species,-1,5,1,-1,-1,0.9994588368283885,0,0,0.6842105263157895,0.631578947368421,-0.9473684210526316,0,1,1,0,,,0,0,1
mammal,plant,species,species,-1,1,-1,-1,-1,-0.9998083127908562,0,0,-0.8947368421052632,0.631578947368421,-1.0,1,1,1,1,,,1,0,1
mammal,butterfly,species,species,-1,0,-1,-1,0,0,0,-0.9844419687781476,-0.5789473684210527,0.5789473684210527,-0.8947368421052632,1,1,,,,1,1,0,1
mammal,amphibian,species,species,-1,0,-1,1,0,0,0,0,0.5263157894736842,-0.736842105263158,-0.5263157894736843,1,0,,,,,0,1,1
mammal,grass,species,species,-1,0,-1,-1,-1,-0.9999999989001069,0,0,-0.9473684210526316,0.5789473684210527,-0.5789473684210527,1,1,1,1,,,1,0,1
mammal,tree,species,species,-1,1,-1,1,-1,0,0,0,-0.8947368421052632,0.631578947368421,-0.8947368421052632,1,0,1,,,,1,0,1
mammal,phytoplankton,species,species,1,0,1,1,-1,0,0,-0.994387819041818,-0.5263157894736843,0.631578947368421,-0.9473684210526316,1,1,0,,,0,0,1,0
mammal,bee,species,species,-1,0,-1,1,-1,-0.999999999944057,0,-1.0,-1.0,0.631578947368421,-1.0,1,0,1,1,,1,1,0,1
spider,bacteria,species,species,-1,5,1,1,1,0,0.9886508720270522,0,0.631578947368421,0.8947368421052632,-0.8421052631578947,0,0,0,,0,,0,0,1
spider,plant,species,species,-1,0,-1,-1,1,-0.9969783505132496,0.9764781092241394,0,-0.9473684210526316,0.8421052631578947,-0.9473684210526316,1,1,0,1,0,,1,0,1
spider,butterfly,species,species,1,0,1,-1,1,0,0.9818000447589208,0.9582056542114199,-0.5789473684210527,0.8421052631578947,-0.7894736842105263,1,0,1,,1,1,0,1,0
spider,amphibian,species,species,1,0,1,1,1,0,0,0.9611667701349836,0.5263157894736842,0.631578947368421,0.6842105263157895,1,1,1,,,1,1,1,1
spider,grass,species,species,1,0,1,1,1,0,0,0.963136927229275,-0.7894736842105263,0.7894736842105263,0.5263157894736842,1,1,1,,,1,0,1,1
spider,tree,species,species,-1,0,-1,1,1,0,0.9843108152281456,0,-0.8421052631578947,0.8421052631578947,-0.736842105263158,1,0,0,,0,,1,0,1
spider,phytoplankton,species,species,1,1,1,1,1,0,0.9886508720270522,0,-0.631578947368421,0.8947368421052632,-0.7894736842105263,1,1,1,,1,,0,1,0
spider,bee,species,species,1,0,1,1,1,0,0.9886508720270522,0,-0.736842105263158,0.8947368421052632,-0.8421052631578947,1,1,1,,1,,0,1,0
bacteria,plant,species,species,1,4,-1,-1,0,-0.9998340543748215,0,0,-0.9473684210526316,-1.0,-0.8947368421052632,0,0,,0,,,0,0,0
bacteria,butterfly,species,species,1,5,-1,-1,1,0,0,0,-0.6842105263157895,-1.0,-0.6842105263157895,0,0,1,,,,0,0,0
bacteria,amphibian,species,species,1,5,-1,1,1,-0.9996583774018677,0,0,-0.631578947368421,-1.0,0.6842105263157895,0,1,1,0,,,0,0,1
bacteria,grass,species,species,1,5,-1,-1,-1,-0.999999999999973,0,0,-1.0,-1.0,0.5789473684210527,0,0,0,0,,,0,0,1
bacteria,tree,species,species,1,4,-1,1,0,0,0,0,-1.0,-1.0,-0.6842105263157895,0,1,,,,,0,0,0
bacteria,phytoplankton,species,species,1,6,-1,1,0,-0.9999999997884018,0,0,-0.9473684210526316,-1.0,-0.8421052631578947,0,1,,0,,,0,0,0
bacteria,bee,species,species,1,5,-1,1,-1,-0.9999999999653825,0,0,-1.0,-1.0,-0.8947368421052632,0,1,0,0,,,0,0,0
plant,butterfly,species,species,1,1,1,1,1,0.9720736625234287,0,0,0.9473684210526315,-0.8421052631578947,-0.631578947368421,1,1,1,1,,,1,0,0
plant,amphibian,species,species,1,1,1,1,1,0.9998075632260534,0,0,0.9473684210526315,-1.0,0.6842105263157895,1,1,1,1,,,1,0,1
plant,grass,species,species,1,1,1,1,-1,0.9997223181184739,0,0,0.8421052631578947,-0.8421052631578947,0.631578947368421,1,1,0,1,,,1,0,1
plant,tree,species,species,1,0,1,1,0,0,0,0,0.6842105263157895,-0.6842105263157895,-0.6842105263157895,1,1,,,,,1,0,0
plant,phytoplankton,species,species,1,1,1,1,0,0.9997957015958052,0,0,0.8947368421052632,-0.6842105263157895,-0.631578947368421,1,1,,1,,,1,0,0
plant,bee,species,species,1,1,1,1,-1,0.9995947700415004,0,0,0.7368421052631579,-0.6842105263157895,-0.6842105263157895,1,1,0,1,,,1,0,0
butterfly,amphibian,species,species,1,0,1,1,0,0,0,0.9991296054911627,0.5789473684210527,-0.9473684210526316,0.5263157894736842,1,1,,,,1,1,0,1
butterfly,grass,species,species,1,0,1,1,-1,0,0,0.9977296469530278,-0.7894736842105263,-0.5789473684210527,-0.631578947368421,1,1,0,,,1,0,0,0
butterfly,tree,species,species,-1,0,-1,1,-1,0,0,0,-0.8421052631578947,-0.631578947368421,-0.8421052631578947,1,0,1,,,,1,1,1
butterfly,phytoplankton,species,species,1,0,1,1,-1,0,0,-0.9896402284775938,-0.736842105263158,-0.5263157894736843,-1.0,1,1,0,,,0,0,0,0
butterfly,bee,species,species,1,0,-1,1,-1,0,0,-1.0,-0.9473684210526316,-0.5263157894736843,-1.0,0,1,0,,,0,0,0,0
amphibian,grass,species,species,-1,0,-1,-1,-1,-0.9999999991325123,0,0,-1.0,0.5789473684210527,-0.631578947368421,1,1,1,1,,,1,0,1
amphibian,tree,species,species,-1,1,-1,1,-1,0,0,0,-0.8947368421052632,0.631578947368421,-0.8421052631578947,1,0,1,,,,1,0,1
amphibian,phytoplankton,species,species,1,0,1,1,-1,0,0,-0.9946830117825439,-0.6842105263157895,0.631578947368421,-1.0,1,1,0,,,0,0,1,0
amphibian,bee,species,species,-1,0,-1,1,-1,-0.9999999999355144,0,-1.0,-1.0,0.631578947368421,-1.0,1,0,1,1,,1,1,0,1
grass,tree,species,species,-1,0,-1,1,1,0,0,0,-0.7894736842105263,-0.6842105263157895,-0.8947368421052632,1,0,0,,,,1,1,1
grass,phytoplankton,species,species,1,0,1,1,1,0.9999999999833225,0,-0.996631529817004,1.0,-0.6842105263157895,-1.0,1,1,1,1,,0,1,0,0
grass,bee,species,species,-1,0,-1,1,-1,-0.9999897900411114,0,-1.0,-0.8947368421052632,-0.6842105263157895,-1.0,1,0,1,1,,1,1,1,1
tree,phytoplankton,species,species,1,1,1,1,0,0,0,0,0.8947368421052632,-0.7894736842105263,-0.9473684210526316,1,1,,,,,1,0,0
tree,bee,species,species,1,0,1,-1,-1,0,0,-0.9999999999964887,0.8421052631578947,-0.7894736842105263,-0.9473684210526316,1,0,0,,,0,1,0,0
phytoplankton,bee,species,species,-1,0,-1,-1,-1,-0.99999999882007,0,-1.0,-0.8947368421052632,-1.0,-1.0,1,1,1,1,,1,1,1,1
