class1,class2,domain1,domain2,GT,GT_ratio_order,coqex,wikidata,gpt3_few_shot_cardinality,ttest_by_subclass_coqex,ttest_by_subclass_wikidata,ttest_by_subclass_gpt3_few_shot_cardinality,majority_by_subclass_coqex,majority_by_subclass_wikidata,majority_by_subclass_gpt3_few_shot_cardinality,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,ttest_by_subclass_coqex_precision,ttest_by_subclass_wikidata_precision,ttest_by_subclass_gpt3_few_shot_cardinality_precision,majority_by_subclass_coqex_precision,majority_by_subclass_wikidata_precision,majority_by_subclass_gpt3_few_shot_cardinality_precision
fungus,publisher,species,organization,1,2,1,1,-1,0,-0.9981246310809753,0.9999998414207073,0.7368421052631579,-1.0,0.7894736842105263,1,1,0,,0,1,1,0,1
fungus,football club,species,organization,1,2,1,1,-1,0.9996020153884042,-0.9995660055664667,0.9999776099569044,0.8947368421052632,-1.0,0.8947368421052632,1,1,0,1,0,1,1,0,1
fungus,bank,species,organization,1,1,1,1,-1,0.9995796827856787,-0.9996703133455662,0.9991283522426679,0.8421052631578947,-1.0,0.7894736842105263,1,1,0,1,0,1,1,0,1
fungus,animation studio,species,organization,1,3,1,1,1,0.9995937402348899,0,0.9999999999966839,0.8421052631578947,-0.9473684210526316,0.9473684210526315,1,1,1,1,,1,1,0,1
fungus,airline,species,organization,1,2,1,1,-1,0.9996279466094881,-0.9995384160563562,0.9999999999994353,0.9473684210526315,-1.0,0.9473684210526315,1,1,0,1,0,1,1,0,1
fungus,coal power plant,species,organization,1,3,1,1,1,0.9995590769179687,-0.9910318927644349,0.9999999999917997,0.8421052631578947,-0.9473684210526316,0.9473684210526315,1,1,1,1,0,1,1,0,1
fungus,tea company,species,organization,1,3,1,1,1,0.9995910512947671,0,0.9999999999901852,0.8947368421052632,-0.8947368421052632,0.9473684210526315,1,1,1,1,,1,1,0,1
fungus,conglomerate,species,organization,1,2,1,1,-1,0.9996288940911298,-0.9857076149342011,0.983464800996417,0.9473684210526315,-0.8947368421052632,0.7894736842105263,1,1,0,1,0,1,1,0,1
fungus,public library,species,organization,1,1,1,1,-1,0.9970948192280702,-0.9841516287359519,0,0.7368421052631579,-1.0,-0.9473684210526316,1,1,0,1,0,,1,0,0
fungus,fast food restaurant,species,organization,1,0,-1,,-1,0,0,-0.9512272202177808,0.5263157894736842,-0.8947368421052632,-0.8421052631578947,0,,0,,,0,1,0,0
fungus,cryptocurrency exchange,species,organization,1,3,1,1,1,0.9992519679772064,0,0.9999999999964139,0.8947368421052632,-0.9473684210526316,0.9473684210526315,1,1,1,1,,1,1,0,1
fungus,cooperative,species,organization,0,0,1,1,-1,0,-0.9829349780149128,-0.9917306661997035,0.5263157894736842,-0.8947368421052632,-0.8947368421052632,0,0,0,,0,0,0,0,0
fungus,travel agency,species,organization,1,1,1,1,-1,0.9904354804851595,0,0,0.6842105263157895,-0.8947368421052632,0.5263157894736842,1,1,0,1,,,1,0,1
fungus,film,species,creative_work,1,0,1,1,-1,0,-0.9972537155019386,-0.9696665882729034,0.8947368421052632,-1.0,-0.736842105263158,1,1,0,,0,0,1,0,0
fungus,book,species,creative_work,-1,1,1,-1,-1,0,-0.9694725684835741,-0.9901717996088001,0.6842105263157895,-1.0,-0.9473684210526316,0,1,1,,1,1,0,1,1
fungus,board game,species,creative_work,1,1,1,1,0,0.9996281715722317,0,0.9989521741382504,0.9473684210526315,-0.8947368421052632,0.631578947368421,1,1,,1,,1,1,0,1
fungus,video game,species,creative_work,1,0,1,1,-1,0.9996269433266592,-0.9783132153382703,-0.9954905204886306,0.8947368421052632,-1.0,-0.6842105263157895,1,1,0,1,0,0,1,0,0
fungus,painting,species,creative_work,1,1,1,-1,-1,0.9994021873088191,0,0,0.7368421052631579,-1.0,-1.0,1,0,0,1,,,1,0,0
fungus,mobile app,species,creative_work,-1,0,1,1,-1,0,-0.996821472582546,-0.9962093549496206,0.8421052631578947,-0.9473684210526316,-0.5263157894736843,0,0,1,,1,1,0,1,1
fungus,song,species,creative_work,-1,1,1,1,-1,0,-0.9798368739587611,0,0.8947368421052632,-1.0,-0.5263157894736843,0,0,1,,1,,0,1,1
fungus,play,species,creative_work,1,2,1,1,-1,0,-0.994296561348907,0,0.7894736842105263,-1.0,0.5263157894736842,1,1,0,,0,,1,0,1
fungus,patent,species,creative_work,-1,0,1,1,-1,-0.969563621184958,0,-0.9964388314837394,-0.631578947368421,-0.8947368421052632,-0.6842105263157895,0,0,1,1,,1,1,1,1
fungus,scientific paper,species,creative_work,-1,1,1,-1,-1,0,0,-0.9991552981338278,0.5789473684210527,-0.8947368421052632,-0.5789473684210527,0,1,1,,,1,0,1,1
fungus,national dance,species,creative_work,1,3,1,1,1,0.9996290736431334,0,0.9999999999901815,0.9473684210526315,-0.8947368421052632,0.9473684210526315,1,1,1,1,,1,1,0,1
fungus,religious text,species,creative_work,1,5,1,1,-1,0,0,0,0.8947368421052632,-0.8947368421052632,0.7894736842105263,1,1,0,,,,1,0,1
fungus,animation feature film,species,creative_work,1,2,1,1,1,0.999628008947048,-0.9624151645016732,0.9999999977683053,0.9473684210526315,-0.9473684210526316,0.8421052631578947,1,1,1,1,0,1,1,0,1
fungus,technological invention,species,creative_work,1,3,1,1,1,0.999626953623501,0,0.9999081684794787,0.9473684210526315,-0.8947368421052632,0.7368421052631579,1,1,1,1,,1,1,0,1
fungus,website,species,creative_work,-1,2,-1,1,-1,0,-0.9990345964305134,0,0.8947368421052632,-1.0,-0.9473684210526316,1,0,1,,1,,0,1,1
fungus,satellite,species,man-made_object,1,2,1,1,-1,0.9993902808438155,-0.9738440915317679,0.9999999999966267,0.7368421052631579,-1.0,0.9473684210526315,1,1,0,1,0,1,1,0,1
fungus,space station,species,man-made_object,1,6,1,1,1,0.9996265934937868,0,0.9999999999966237,0.9473684210526315,-0.8947368421052632,0.9473684210526315,1,1,1,1,,1,1,0,1
fungus,submarine,species,man-made_object,1,3,1,1,1,0.9996235643400971,-0.9519903537221286,0.9999999999966724,0.9473684210526315,-0.8947368421052632,0.9473684210526315,1,1,1,1,0,1,1,0,1
fungus,oil tanker,species,man-made_object,1,2,1,1,1,0.9996002756478036,0,0.9985932741228586,0.8421052631578947,-0.8947368421052632,0.6842105263157895,1,1,1,1,,1,1,0,1
fungus,observatory,species,man-made_object,1,3,1,1,1,0.9996193593768399,-0.9907257523766084,0.9999999999959077,0.8947368421052632,-0.9473684210526316,0.9473684210526315,1,1,1,1,0,1,1,0,1
fungus,spacecraft,species,man-made_object,1,2,1,1,-1,0.9995519425463184,0,0.9999997471206097,0.9473684210526315,-0.8947368421052632,0.8421052631578947,1,1,0,1,,1,1,0,1
fungus,helicopter,species,man-made_object,1,1,1,1,-1,0.9993055110051139,0,0,0.7894736842105263,-0.8947368421052632,-0.5789473684210527,1,1,0,1,,,1,0,0
fungus,wind turbine,species,man-made_object,1,0,1,1,-1,0.9989407345956652,0,-0.9568722307513388,0.8421052631578947,-0.8947368421052632,-1.0,1,1,0,1,,0,1,0,0
fungus,formula one circuit,species,man-made_object,1,4,1,1,1,0.9996280158690507,-0.9758292220009188,0.9999999999960417,0.9473684210526315,-1.0,0.9473684210526315,1,1,1,1,0,1,1,0,1
fungus,merchant ship,species,man-made_object,1,1,1,1,-1,0.9994739881847094,0,0,0.8947368421052632,-0.8947368421052632,-0.631578947368421,1,1,0,1,,,1,0,0
fungus,percussion instrument,species,man-made_object,1,3,1,1,1,0.9996207845232731,0,0.9999935356166353,0.9473684210526315,-0.8947368421052632,0.6842105263157895,1,1,1,1,,1,1,0,1
fungus,smartphone,species,man-made_object,-1,3,1,1,-1,0,0,-0.9995640262712481,-0.5789473684210527,-0.8947368421052632,-1.0,0,0,1,,,1,1,1,1
fungus,skyscraper,species,man-made_object,1,2,1,1,-1,0.9996189878810556,-0.9782980912584411,0,0.8421052631578947,-1.0,0.5263157894736842,1,1,0,1,0,,1,0,1
fungus,bicycle,species,man-made_object,-1,2,-1,1,-1,0,0,-0.9803928943725568,0.5789473684210527,-0.8947368421052632,-1.0,1,0,1,,,1,0,1,1
fungus,industrial robot,species,man-made_object,0,0,-1,1,-1,-0.9996451405056059,0,-0.9953105559015608,-0.8421052631578947,-0.8947368421052632,-0.8421052631578947,0,0,0,0,,0,0,0,0
bird,snake,species,species,1,0,-1,1,1,0,0,0.9996890131249322,0.6842105263157895,-0.5263157894736843,0.9473684210526315,0,1,1,,,1,1,0,1
bird,insect,species,species,-1,2,-1,-1,-1,-0.993982974731972,0,-0.9944427463782873,-0.7894736842105263,0.5263157894736842,-0.7894736842105263,1,1,1,1,,1,1,0,1
bird,fish,species,species,-1,0,-1,1,0,-0.991079339452612,0,0,-0.631578947368421,0.5789473684210527,-0.7894736842105263,1,0,,1,,,1,0,1
bird,mammal,species,species,1,0,-1,1,1,0,0,0.9972767051637412,0.631578947368421,-0.631578947368421,0.5789473684210527,0,1,1,,,1,1,0,1
bird,spider,species,species,-1,0,-1,-1,-1,0,0,0,-0.631578947368421,-0.736842105263158,-0.736842105263158,1,1,1,,,,1,1,1
bird,bacteria,species,species,-1,5,1,-1,0,0.9666212299927324,0,0,0.8421052631578947,0.5789473684210527,-0.8421052631578947,0,1,,0,,,0,0,1
bird,plant,species,species,-1,1,-1,-1,0,-0.9998224270370184,0,0,-0.9473684210526316,0.5263157894736842,-0.8947368421052632,1,1,,1,,,1,0,1
bird,butterfly,species,species,-1,0,-1,-1,1,0,0,0.9950415171522939,0.5789473684210527,0.5263157894736842,-0.6842105263157895,1,1,0,,,0,0,0,1
bird,amphibian,species,species,1,0,-1,1,1,0,0,0.9974117093678704,0.5789473684210527,-0.736842105263158,0.631578947368421,0,1,1,,,1,1,0,1
bird,grass,species,species,1,0,-1,-1,-1,-0.999999999997044,0,0.9983403101611572,-1.0,-0.5789473684210527,0.631578947368421,0,0,0,0,,1,0,0,1
bird,tree,species,species,-1,0,-1,1,0,0,0,0,-0.9473684210526316,0.5789473684210527,-0.6842105263157895,1,0,,,,,1,0,1
bird,phytoplankton,species,species,1,0,-1,1,0,-0.9993865138055843,0,0,-0.7894736842105263,0.5789473684210527,-0.8947368421052632,0,1,,0,,,0,1,0
bird,bee,species,species,1,0,-1,1,-1,-0.9999999999928965,0,-1.0,-1.0,0.5789473684210527,-1.0,0,1,0,0,,0,0,1,0
bird,politician,species,occupation,-1,2,-1,-1,1,0,-0.9980128263972786,0.996198957446575,0.8947368421052632,-1.0,0.8947368421052632,1,1,0,,1,0,0,1,0
bird,actor,species,occupation,-1,2,-1,-1,1,0,-0.9989746524842443,0,-0.631578947368421,-1.0,0.7894736842105263,1,1,0,,1,,1,1,0
bird,physicist,species,occupation,-1,1,-1,-1,-1,-0.9952137484139982,-0.9881132320098848,0,-0.5263157894736843,-0.8421052631578947,0.7894736842105263,1,1,1,1,1,,1,1,0
bird,journalist,species,occupation,-1,1,-1,-1,1,-0.9888606733454199,-0.9978259543525042,0.9983136208744026,-0.5789473684210527,-1.0,0.7894736842105263,1,1,0,1,1,0,1,1,0
bird,astronaut,species,occupation,1,1,1,1,1,0.9756046400519499,0,0.9998555906354519,0.7368421052631579,-0.631578947368421,1.0,1,1,1,1,,1,1,0,1
bird,researcher,species,occupation,-1,2,-1,-1,-1,-0.9947317874177691,0,-0.9745808107942281,0.5263157894736842,-0.631578947368421,0.631578947368421,1,1,1,1,,1,0,1,0
bird,fashion designer,species,occupation,-1,0,1,1,1,0,0,0.9972497106934863,0.7894736842105263,-0.7894736842105263,0.631578947368421,0,0,0,,,0,0,1,0
bird,lawyer,species,occupation,-1,2,-1,-1,-1,-0.9998193730585339,-0.9636874220401143,-0.9940529346589773,-1.0,-0.8947368421052632,-0.631578947368421,1,1,1,1,1,1,1,1,1
bird,school teacher,species,occupation,-1,3,-1,1,-1,-0.9943685511993071,0,-1.0,-0.5789473684210527,-0.631578947368421,-1.0,1,0,1,1,,1,1,1,1
bird,architect,species,occupation,-1,2,-1,-1,1,0,-0.9900900944010149,0,-0.5789473684210527,-0.8421052631578947,0.5789473684210527,1,1,0,,1,,1,1,0
bird,police officer,species,occupation,-1,2,-1,1,-1,-0.9999318969186048,0,0,-1.0,-0.7894736842105263,-0.9473684210526316,1,0,1,1,,,1,1,1
bird,NBA player,species,occupation,1,0,1,1,1,0.9837871628696885,0,0.9997814409521959,0.8947368421052632,-0.6842105263157895,1.0,1,1,1,1,,1,1,0,1
bird,airline pilot,species,occupation,-1,1,-1,1,0,-0.9999950505408307,0,0.9584019134600739,-0.9473684210526316,-0.7894736842105263,0.7894736842105263,1,0,,1,,0,1,1,0
bird,nurse,species,occupation,-1,3,-1,1,-1,-0.9986541644004134,0,-0.9999869356077123,-0.6842105263157895,-0.736842105263158,-1.0,1,0,1,1,,1,1,1,1
bird,dentist,species,occupation,-1,1,-1,1,-1,-0.9997499975725378,0,-0.999416644318772,-0.8947368421052632,-0.6842105263157895,-0.736842105263158,1,0,1,1,,1,1,1,1
bird,river,species,geographical_entity,-1,1,-1,-1,-1,0,-0.994241035774412,0,0.7894736842105263,-1.0,0.6842105263157895,1,1,1,,1,,0,1,0
bird,island,species,geographical_entity,1,0,1,-1,1,0,-0.9921282851905895,0,0.5789473684210527,-1.0,0.6842105263157895,1,0,1,,0,,1,0,1
bird,volcano,species,geographical_entity,1,0,1,1,1,0.9904234920337732,0,0.9997959825203288,1.0,-0.6842105263157895,1.0,1,1,1,1,,1,1,0,1
bird,lake,species,geographical_entity,-1,3,1,-1,-1,0,0,-0.9525427578584171,0.7368421052631579,-0.8947368421052632,-0.736842105263158,0,1,1,,,1,0,1,1
bird,desert,species,geographical_entity,1,2,1,1,1,0.9917340897200706,0,0.999858714777478,1.0,-0.5789473684210527,1.0,1,1,1,1,,1,1,0,1
bird,castle,species,geographical_entity,-1,1,1,-1,1,0,-0.9520164937574657,0.9987175094800403,0.7894736842105263,0.5263157894736842,0.8947368421052632,0,1,0,,1,0,0,0,0
bird,dam,species,geographical_entity,1,0,-1,-1,1,-0.9930908637712207,0,0.9973856183167197,-0.5789473684210527,-1.0,0.7894736842105263,0,0,1,0,,1,0,0,1
bird,airport,species,geographical_entity,-1,0,1,-1,1,0,0,0.9995734741961225,0.9473684210526315,-0.9473684210526316,1.0,0,1,0,,,0,0,1,0
bird,city,species,geographical_entity,-1,0,1,1,1,0,0,0,0.8421052631578947,-0.7894736842105263,0.8947368421052632,0,0,0,,,,0,1,0
bird,highway,species,geographical_entity,1,1,1,1,-1,0,0,-0.9621832764541541,0.9473684210526315,-0.5789473684210527,-0.6842105263157895,1,1,0,,,0,1,0,0
bird,world heritage site,species,geographical_entity,1,1,1,1,1,0.9895350974749113,0,0.9998478814591422,0.9473684210526315,0.5263157894736842,1.0,1,1,1,1,,1,1,1,1
bird,nuclear power plant,species,geographical_entity,1,1,1,1,1,0.987226571690144,0,0.9998546734503095,1.0,-0.631578947368421,1.0,1,1,1,1,,1,1,0,1
bird,national park,species,geographical_entity,1,0,1,1,1,0.9883240345508436,0,0.9998439946572707,1.0,-0.736842105263158,1.0,1,1,1,1,,1,1,0,1
bird,ancient civilization,species,geographical_entity,1,2,1,1,1,0.9883526755991916,0,0.99942198666433,0.9473684210526315,0.5263157894736842,0.9473684210526315,1,1,1,1,,1,1,1,1
bird,zoo,species,geographical_entity,1,0,1,1,1,0.9520314851673355,0,0.9997984752931875,0.8421052631578947,-0.736842105263158,1.0,1,1,1,1,,1,1,0,1
bird,university,species,organization,-1,0,1,1,1,0.956631469363575,0,0.9994049514497186,0.8947368421052632,-0.8947368421052632,1.0,0,0,0,0,,0,0,1,0
bird,hospital,species,organization,-1,0,1,-1,-1,0,-0.9991177012399762,0.9935199623635189,-0.736842105263158,-0.8947368421052632,-0.5263157894736843,0,1,1,,1,0,1,1,1
bird,publisher,species,organization,-1,0,-1,1,1,0,0,0.9996304279917834,0.6842105263157895,-0.8421052631578947,0.9473684210526315,1,0,0,,,0,0,1,0
bird,football club,species,organization,1,0,1,-1,1,0.9660255345531483,-0.9966785817390234,0.9995741265200259,0.8947368421052632,-0.9473684210526316,1.0,1,0,1,1,0,1,1,0,1
bird,bank,species,organization,-1,0,-1,1,1,0,0,0.9993106518189683,0.8421052631578947,-0.736842105263158,1.0,1,0,0,,,0,0,1,0
bird,animation studio,species,organization,1,1,1,1,1,0.950540818424138,0,0.999843732283795,0.8947368421052632,-0.5789473684210527,1.0,1,1,1,1,,1,1,0,1
bird,airline,species,organization,1,0,1,1,1,0.9914567834477612,0,0.9997996554469777,1.0,-0.7894736842105263,1.0,1,1,1,1,,1,1,0,1
bird,coal power plant,species,organization,1,0,1,1,1,0,0,0.9997779742667828,0.7894736842105263,-0.736842105263158,1.0,1,1,1,,,1,1,0,1
bird,tea company,species,organization,1,1,-1,1,1,0,0,0.9998103903354242,0.8421052631578947,0.5263157894736842,1.0,0,1,1,,,1,1,1,1
bird,conglomerate,species,organization,1,0,1,1,1,0.9918363023068593,0,0.999129047954272,1.0,-0.5789473684210527,1.0,1,1,1,1,,1,1,0,1
bird,public library,species,organization,-1,1,1,-1,-1,-0.9709184191260881,-0.9779807347449921,0,0.5263157894736842,-0.8947368421052632,-0.736842105263158,0,1,1,1,1,,0,1,1
bird,fast food restaurant,species,organization,-1,1,-1,,-1,-0.9964342558493242,0,0,-0.631578947368421,-0.5789473684210527,-0.6842105263157895,1,,1,1,,,1,1,1
bird,cryptocurrency exchange,species,organization,1,1,-1,1,1,0,0,0.9998566381536019,0.8421052631578947,-0.5263157894736843,1.0,0,1,1,,,1,1,0,1
bird,cooperative,species,organization,-1,2,-1,1,0,-0.9681898716565007,0,0,-0.736842105263158,-0.5789473684210527,-0.631578947368421,1,0,,1,,,1,1,1
bird,travel agency,species,organization,-1,1,-1,1,0,-0.9805186275740061,0,0.9754183152434319,-0.5789473684210527,-0.5263157894736843,0.6842105263157895,1,0,,1,,0,1,1,0
bird,film,species,creative_work,-1,1,1,-1,1,0,-0.9969856679239542,0.9840521397723743,0.8947368421052632,-1.0,0.5789473684210527,0,1,0,,1,0,0,1,0
bird,book,species,creative_work,-1,3,1,-1,-1,0,-0.9627962198167889,-0.9901711497964247,0.8947368421052632,-0.8947368421052632,-0.9473684210526316,0,1,1,,1,1,0,1,1
bird,board game,species,creative_work,-1,0,1,1,1,0.9915479695182607,0,0.9990882225477947,1.0,-0.5789473684210527,0.8947368421052632,0,0,0,0,,0,0,1,0
bird,video game,species,creative_work,-1,1,1,-1,1,0.9910196135961811,-0.9662368757904558,-0.9954894189698336,1.0,-0.8947368421052632,0.5263157894736842,0,1,0,0,1,1,0,1,0
bird,painting,species,creative_work,-1,0,1,-1,-1,0,0,0,0.6842105263157895,-0.736842105263158,-0.9473684210526316,0,1,1,,,,0,1,1
bird,mobile app,species,creative_work,-1,2,1,1,-1,0,0,-0.9960768558941162,0.8947368421052632,-0.631578947368421,0.5789473684210527,0,0,1,,,1,0,1,0
bird,song,species,creative_work,-1,3,1,-1,-1,0,0,0,0.8947368421052632,-0.6842105263157895,0.631578947368421,0,1,1,,,,0,1,0
bird,play,species,creative_work,1,0,1,1,1,0,0,0.9952982811092226,0.8421052631578947,-0.736842105263158,0.8421052631578947,1,1,1,,,1,1,0,1
