domain1,domain2,interdomain,signal,class1,class2,GT,GT_ratio_order,weight,prediction,accuracy,precision,abstention
creative_work,creative_work,False,coqex,painting,play,1,0,-0.12280701754385966,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,religious text,1,3,-0.10526315789473685,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,scientific paper,-1,3,0.14035087719298245,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,song,-1,3,0.5614035087719298,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,painting,technological invention,1,2,0.9020354038513663,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,painting,website,-1,4,-0.12280701754385966,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,animation feature film,1,2,0.9989792360353759,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,national dance,1,4,0.9989799834715654,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,religious text,1,5,0.6491228070175439,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,scientific paper,-1,1,0.543859649122807,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,patent,technological invention,1,3,0.9989784973354396,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,patent,website,-1,2,-0.03508771929824561,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,animation feature film,1,0,0.12280701754385966,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,national dance,1,1,0.6315789473684211,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,patent,-1,2,-0.5964912280701754,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,religious text,1,2,0.5614035087719298,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,scientific paper,-1,3,0.15789473684210523,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,play,technological invention,1,1,0.5964912280701754,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,play,website,-1,5,-0.12280701754385966,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,religious text,animation feature film,-1,2,0.05263157894736844,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,religious text,technological invention,-1,1,0.07017543859649122,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,religious text,website,-1,7,-0.6315789473684211,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,scientific paper,animation feature film,1,4,-0.14035087719298245,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,scientific paper,national dance,1,5,0.5263157894736842,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,scientific paper,religious text,1,6,-0.15789473684210528,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,scientific paper,technological invention,1,5,0.5263157894736842,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,scientific paper,website,-1,1,-0.15789473684210528,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,animation feature film,1,4,-0.5614035087719298,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,national dance,1,5,0.14035087719298245,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,patent,1,1,-0.6491228070175439,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,play,1,3,-0.5263157894736842,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,religious text,1,6,-0.5614035087719298,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,song,scientific paper,1,0,0.07017543859649122,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,technological invention,1,5,0.12280701754385966,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,song,website,-1,1,-0.5789473684210527,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,technological invention,website,-1,6,-0.5614035087719298,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,animation feature film,1,1,-0.5614035087719298,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,mobile app,-1,1,0.5789473684210527,1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,national dance,1,3,0.5263157894736842,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,painting,1,0,-0.9195773137744333,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,patent,-1,0,-0.9989784900840695,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,play,1,1,-0.5614035087719298,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,religious text,1,4,-0.12280701754385966,-1.0,0,0.0,0.0
creative_work,creative_work,False,coqex,video game,scientific paper,-1,2,-0.21052631578947367,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,song,-1,2,-0.5263157894736842,-1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,technological invention,1,2,0.5087719298245613,1.0,1,1.0,0.0
creative_work,creative_work,False,coqex,video game,website,-1,3,-0.10526315789473685,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,animation feature film,technological invention,1,1,-0.1929824561403509,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,animation feature film,website,-1,5,-0.6666666666666666,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,animation feature film,1,1,0.8576414728169071,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,mobile app,-1,2,-0.9461135984351317,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,national dance,1,2,0.8771421672457734,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,painting,-1,0,-0.6666666666666666,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,patent,-1,1,-0.911103241561836,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,play,1,0,-0.9375579648305101,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,religious text,1,3,-0.5087719298245614,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,scientific paper,-1,3,-0.8769132786070356,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,song,-1,3,-0.5614035087719298,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,technological invention,1,2,0.5614035087719298,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,video game,-1,0,-0.893233756371418,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,website,-1,4,-0.6666666666666666,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,animation feature film,1,4,0.9791801538140167,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,board game,1,3,0.9791801172739857,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,mobile app,1,1,0.9615946836088254,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,national dance,1,5,0.9791801670501615,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,painting,1,3,0.5964912280701754,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,patent,1,1,0.9440565282719188,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,play,1,3,0.9791800688608276,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,religious text,1,6,0.9791800763006607,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,scientific paper,1,0,0.9440378584388044,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,song,-1,0,0.9616346321304903,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,technological invention,1,5,0.9791801418693463,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,video game,1,2,0.5087719298245613,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,website,-1,1,0.6140350877192983,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,animation feature film,1,1,0.9649087345039935,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,board game,1,0,0.9296124570217524,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,book,-1,2,-0.9791800276269154,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,mobile app,-1,1,-0.8759201986636417,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,national dance,1,3,0.9999989247907145,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,painting,1,0,-0.6315789473684211,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,patent,-1,0,-0.8409080372652751,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,play,1,1,0.5087719298245613,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,religious text,1,4,0.6315789473684211,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,scientific paper,-1,2,-0.841821724158812,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,song,-1,2,-0.5087719298245614,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,technological invention,1,2,0.9648877787348266,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,video game,-1,0,0.1944856938240773,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,website,-1,3,-0.6140350877192983,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,animation feature film,1,3,0.9636647073560319,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,national dance,1,4,0.9987550430251133,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,patent,1,0,0.15789473684210523,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,play,1,2,0.875928489104051,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,religious text,1,5,0.9987369324501926,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,scientific paper,-1,1,-0.15789473684210528,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,song,-1,1,0.8404609957435051,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,technological invention,1,4,0.946118481177606,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,website,-1,2,-0.5789473684210527,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,animation feature film,-1,1,-0.5087719298245614,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,religious text,1,1,-0.5614035087719298,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,technological invention,-1,0,-0.4581679638941106,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,website,-1,6,-0.6491228070175439,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,animation feature film,1,1,0.6491228070175439,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,mobile app,-1,1,-0.08771929824561404,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,national dance,1,2,0.6491228070175439,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,patent,-1,1,-0.12280701754385966,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,play,1,0,0.6140350877192983,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,religious text,1,3,0.6491228070175439,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,scientific paper,-1,3,-0.15789473684210528,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,song,-1,3,-0.08771929824561404,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,technological invention,1,2,0.6491228070175439,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,website,-1,4,-0.5263157894736842,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,animation feature film,1,2,0.8760234862666123,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,national dance,1,4,0.8760263587683251,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,religious text,1,5,0.8760064428893369,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,scientific paper,-1,1,-0.543859649122807,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,technological invention,1,3,0.858477027388032,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,website,-1,2,-0.5789473684210527,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,animation feature film,1,0,0.9646871844074768,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,national dance,1,1,0.9297777876689558,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,patent,-1,2,-0.8584610258372484,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,religious text,1,2,0.5614035087719298,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,scientific paper,-1,3,-0.841823494353055,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,technological invention,1,1,0.9283806039129887,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,website,-1,5,-0.6315789473684211,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,animation feature film,-1,2,0.5087719298245613,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,technological invention,-1,1,0.5614035087719298,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,website,-1,7,-0.6666666666666666,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,animation feature film,1,4,0.8418271075280889,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,national dance,1,5,0.8418276663157943,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,religious text,1,6,0.8418238025418239,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,technological invention,1,5,0.841826602167902,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,website,-1,1,-0.543859649122807,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,animation feature film,1,4,0.6315789473684211,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,national dance,1,5,0.6315789473684211,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,patent,1,1,-0.8404850613862164,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,play,1,3,0.14035087719298245,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,religious text,1,6,0.5789473684210527,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,scientific paper,1,0,-0.8417436525013766,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,technological invention,1,5,0.5614035087719298,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,website,-1,1,-0.6140350877192983,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,technological invention,website,-1,6,-0.6491228070175439,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,animation feature film,1,1,0.8756899586536955,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,mobile app,-1,1,-0.17701342375848514,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,national dance,1,3,0.8932338407362241,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,painting,1,0,-0.5263157894736842,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,patent,-1,0,-0.17700342659371215,-1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,play,1,1,-0.17694176428306596,-1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,religious text,1,4,0.5423564939384874,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,scientific paper,-1,2,0.17384092289602193,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,song,-1,2,0.19147661278933328,1.0,0,0.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,technological invention,1,2,0.8581460787597915,1.0,1,1.0,0.0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,website,-1,3,-0.5263157894736842,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,animation feature film,technological invention,1,1,0.987478131603237,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,animation feature film,website,-1,5,-0.5789473684210527,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,animation feature film,1,1,-0.9873443338453395,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,mobile app,-1,2,-0.3311432578796298,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,national dance,1,2,0.8367139758992584,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,painting,-1,0,-0.6666666666666666,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,patent,-1,1,0.15789473684210523,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,play,1,0,-0.9978826313329008,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,religious text,1,3,-0.5964912280701754,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,scientific paper,-1,3,0.1700473092325918,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,board game,song,-1,3,-0.9929429103287113,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,technological invention,1,2,0.14035087719298245,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,video game,-1,0,-0.9927460140508924,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,board game,website,-1,4,-0.9996700556561091,-1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,animation feature film,1,4,0.6315789473684211,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,board game,1,3,0.9898078383375357,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,mobile app,1,1,0.9896784547649929,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,national dance,1,5,0.9898413062504218,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,painting,1,3,-0.03508771929824561,-1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,book,patent,1,1,0.9897749040512517,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,play,1,3,0.9888747185320069,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,religious text,1,6,0.9897953592130139,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,scientific paper,1,0,0.32317463958375514,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,song,-1,0,0.9706949077813912,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,book,technological invention,1,5,0.9898249751781824,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,video game,1,2,0.6140350877192983,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,book,website,-1,1,0.6140350877192983,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,animation feature film,1,1,0.9987947319431861,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,board game,1,0,0.9990838687438691,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,book,-1,2,0.32617451902469813,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,mobile app,-1,1,0.999078324504907,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,national dance,1,3,0.9990853080594242,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,painting,1,0,0.3129642049679732,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,patent,-1,0,0.9990824580813782,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,play,1,1,0.9990446139171257,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,religious text,1,4,0.9990833326071327,1.0,1,1.0,0.0
creative_work,creative_work,False,wikidata,film,scientific paper,-1,2,0.3324186413927575,1.0,0,0.0,0.0
creative_work,creative_work,False,wikidata,film,song,-1,2,0.9990189170069792,1.0,0,0.0,0.0
